Date,Document ID
08/23/2015,BBLS DD X38O3750000N
08/23/2015,BBLS DD XBGAGGE0000N
08/13/2015,BBLS DD X8981RS0000N
08/11/2015,BBLS DD X3T9P1A0000N
07/23/2015,BBLS DD XPM3B500000N
07/20/2015,BBLS DD X1Q29M56G000N
06/21/2015,BBLS DD XAQHAERG000N
06/10/2015,BBLS DD X118S10H0000N
05/14/2015,BBLS DD XQ9LI38G000N
05/12/2015,BBLS DD X1TAE82SG000N
05/11/2015,BBLS DD X192PPJAG000N
04/26/2015,BBLS DD X12I3ULR0000N
04/26/2015,BBLS DD XNH25QM0000N
02/26/2015,BBLS DD XVJ75HQ0000N
01/31/2015,BBLS DD X45VDF7G000N
01/06/2015,BBLS DD XDHF8FB0000N
12/22/2014,BBLS DD X96A5USG000N
12/22/2014,BBLS DD X1JLQNQ70000N
12/18/2014,BBLS DD XGA24OM0000N
12/11/2014,BBLS DD X594SKM0000N
11/17/2014,BBLS DD XH4R6GKG000N
11/11/2014,BBLS DD X1DTM34V0000N
10/21/2014,BBLS DD X14JCRNF0000N
10/09/2014,BBLS DD X12EEF2D0000N
10/05/2014,BBLS DD X1MDS7U003
10/02/2014,BBLS DD XUOG6MFG000N
10/01/2014,BBLS DD XDD7QBL0000N
09/17/2014,BBLS DD X1MBRFC003
09/17/2014,BBLS DD X17A0P4BG000N
08/25/2014,BBLS DD X35P3QK0000N
08/25/2014,BBLS DD XFM1B05G000N
08/25/2014,BBLS DD X1QQ5U2J0000N
08/17/2014,BBLS DD XI655I0G000N
07/21/2014,BBLS DD XPKMDJF0000N
07/08/2014,BBLS DD X1M46Q4003
06/05/2014,BBLS DD X1M0EIK003
04/29/2014,BBLS DD X1MB9CC003
11/25/2013,BBLS DD X1LA4HM003
08/05/2013,BBLS DD X1K7MQG003
06/09/2013,BBLS DD X1Q6MNNRPH82
05/08/2012,BBLS DD X1HN6KG003
