Date,Document ID
01/12/2021,BBLS DD XFJAMF2K000000
01/12/2021,BBLS DD X25PG630000000
01/12/2021,BBLS DD X92VP4O000000
01/12/2021,BBLS DD X5GU70RO000000
01/12/2021,BBLS DD X7594TF8000000
01/12/2021,BBLS DD X83GNFJ4000000
01/11/2021,BBLS DD X9OBPT04000000
01/11/2021,BBLS DD XCE6HMFK000000
01/11/2021,BBLS DD X5ICV870000000
01/10/2021,BBLS DD XBJ3GQNS000000
01/10/2021,BBLS DD XFENTAF4000000
01/10/2021,BBLS DD XVI614000000
01/10/2021,BBLS DD X5SSDPP8000000
01/06/2021,BBLS DD XVCULBO000000
01/06/2021,BBLS DD X9VDRE9O000000
01/05/2021,BBLS DD XA592CRS000000
01/04/2021,BBLS DD XAG22118000000
01/04/2021,BBLS DD XFPKE73S000000
01/04/2021,BBLS DD X5UE1K24000000
01/04/2021,BBLS DD X7ND1ECG000000
01/03/2021,BBLS DD X9PO6J9C000000
01/03/2021,BBLS DD XEMV4DP8000000
12/22/2020,BBLS DD XU3N0OG000000
12/22/2020,BBLS DD X8KUR5I0000000
12/21/2020,BBLS DD XBMJGMDG000000
12/21/2020,BBLS DD XRNC6AK000000
12/20/2020,BBLS DD XB04Q9KS000000
12/20/2020,BBLS DD X1QP0THK000000
12/17/2020,BBLS DD X7O22LD0000000
12/14/2020,BBLS DD XCTLD5EO000000
12/14/2020,BBLS DD XCVOSE4S000000
12/14/2020,BBLS DD XD7MTEEK000000
12/14/2020,BBLS DD X332Q8000000
12/14/2020,BBLS DD X6GC6R5K000000
12/13/2020,BBLS DD X9LGLTE8000000
12/13/2020,BBLS DD XE55EHGK000000
12/13/2020,BBLS DD X5HIFOEC000000
12/13/2020,BBLS DD X7L50BCK000000
12/09/2020,BBLS DD X4L4TJ5S000000
12/08/2020,BBLS DD XA3PS42O000000
12/08/2020,BBLS DD X37MOCE8000000
12/08/2020,BBLS DD X6OUGUUO000000
12/06/2020,BBLS DD XE615P7K000000
12/06/2020,BBLS DD X6SH5RO81
12/03/2020,BBLS DD XBMH0914000000
12/03/2020,BBLS DD XD9KJH58000000
12/03/2020,BBLS DD XE8G8QJS000000
12/03/2020,BBLS DD XG7OK14000000
12/02/2020,BBLS DD X8KM331O1
12/01/2020,BBLS DD XDLTR3IC000000
12/01/2020,BBLS DD XF1RO6VS000000
12/01/2020,BBLS DD X6SSSJOO000000
12/01/2020,BBLS DD XN6HP9O000000
11/30/2020,BBLS DD XBBVQELS000000
11/29/2020,BBLS DD XBQR45CG000000
11/26/2020,BBLS DD X91N1QRK000000
11/26/2020,BBLS DD X9QVJQR0000000
11/26/2020,BBLS DD XB6RIPEO000000
11/26/2020,BBLS DD XC4IVJRS000000
11/26/2020,BBLS DD XDM08N0K000000
11/26/2020,BBLS DD X1OEGI60000000
11/26/2020,BBLS DD X29LTUMO000000
11/26/2020,BBLS DD X3ALRN6C000000
11/26/2020,BBLS DD X47VQO2O000000
11/26/2020,BBLS DD X5O1EO3O000000
11/26/2020,BBLS DD X6NHQVF0000000
11/23/2020,BBLS DD XACJVLPG000000
11/22/2020,BBLS DD X62ATU8S000000
11/18/2020,BBLS DD XEV78ONG000000
11/18/2020,BBLS DD X7J7SLR4000000
11/17/2020,BBLS DD XBCU4BR4000000
11/17/2020,BBLS DD XCS1UAHO000000
11/15/2020,BBLS DD XE7C22QK000000
11/14/2020,BBLS DD XRSCO7O000000
11/12/2020,BBLS DD XENTOCTK000000
11/12/2020,BBLS DD XEOSN8RS000000
11/12/2020,BBLS DD X6F8E65S000000
11/11/2020,BBLS DD X5R2M83C000000
11/09/2020,BBLS DD XES6V0C8000000
11/09/2020,BBLS DD X22UL3LC000000
11/08/2020,BBLS DD X87E2RU81
11/04/2020,BBLS DD XTN8380000000
11/03/2020,BBLS DD XQ4F5E8G1
11/01/2020,BBLS DD X8TO44I0000000
11/01/2020,BBLS DD XCBLJCBS000000
11/01/2020,BBLS DD XF8OSSB4000000
10/31/2020,BBLS DD X97N6FTO000000
10/29/2020,BBLS DD X2SSVHLS8G04G884IAGG020129D
10/28/2020,BBLS DD XBH8I7P0000000
10/28/2020,BBLS DD X5N3ECGC000000
10/27/2020,BBLS DD X1Q6O81D33O2
10/26/2020,BBLS DD X9R8QV3O000000
10/20/2020,BBLS DD XBHGA7C0000000
10/20/2020,BBLS DD X5LVJI1G000000
10/19/2020,BBLS DD X8NNQTR8000000
10/18/2020,BBLS DD XE5UVCK000000
10/18/2020,BBLS DD X7F5Q60K000000
10/15/2020,BBLS DD X4GH5IH81
10/15/2020,BBLS DD XPDBTQE01
10/14/2020,BBLS DD X5SU3IAC000000
10/08/2020,BBLS DD X8MIN2RS000000
10/08/2020,BBLS DD X1CES2H8000000
10/05/2020,BBLS DD X4QEO21S000000
10/01/2020,BBLS DD X1Q6O7RGPP82
09/30/2020,BBLS DD X9721D6C000000
09/30/2020,BBLS DD X9K1JHN4000000
09/30/2020,BBLS DD X1Q6O7R0ACO2
09/30/2020,BBLS DD X1Q6O7R83FO2
09/30/2020,BBLS DD X3OLQBR4000000
09/30/2020,BBLS DD X8CRD034000000
09/29/2020,BBLS DD XA7F45HG000000
09/29/2020,BBLS DD XDLUTJOC000000
09/29/2020,BBLS DD X3N4BBBC000000
09/29/2020,BBLS DD X78JRQHO000000
09/28/2020,BBLS DD XE6F3TL8000000
09/27/2020,BBLS DD XFHS5VOK000000
09/27/2020,BBLS DD X4A6M8RO000000
09/24/2020,BBLS DD X8NOGAHG000000
09/24/2020,BBLS DD XC2P0QO4000000
09/24/2020,BBLS DD XDUQ1K000000
09/24/2020,BBLS DD XFO4T490000000
09/24/2020,BBLS DD XFT0L5G4000000
09/24/2020,BBLS DD X37TALM0000000
09/24/2020,BBLS DD X5BR5VVC000000
09/24/2020,BBLS DD X8LBVOCS000000
09/23/2020,BBLS DD X6VAQ8PG000000
09/22/2020,BBLS DD XAU23S8K000000
09/22/2020,BBLS DD X4DTFS1C000000
09/21/2020,BBLS DD X1Q6O7OR4SO2
09/20/2020,BBLS DD XD1ALR4C000000
09/20/2020,BBLS DD X7E4VAHC000000
09/17/2020,BBLS DD X1Q6O7O49782
09/15/2020,BBLS DD X6HB85GO000000
09/14/2020,BBLS DD X10LV8IC000000
09/14/2020,BBLS DD X696DC94000000
09/10/2020,BBLS DD X9B4HC4C000000
09/10/2020,BBLS DD XDEA72DC000000
09/10/2020,BBLS DD XELQAU18000000
09/09/2020,BBLS DD X1Q6O7M79A82
09/08/2020,BBLS DD XFSDVTT81
09/07/2020,BBLS DD X9O9MHMS000000
09/02/2020,BBLS DD X1LO0T9C000000
08/31/2020,BBLS DD XCTQQE2O000000
08/31/2020,BBLS DD XPRLVADG000N
08/31/2020,BBLS DD X1QA4G0U0000N
08/31/2020,BBLS DD XNA2LPO000000
08/30/2020,BBLS DD XA384M44000000
08/30/2020,BBLS DD X1BIS2CG000000
08/30/2020,BBLS DD X1Q6O7K0HD82
08/30/2020,BBLS DD X1Q6O7K4KH82
08/30/2020,BBLS DD X7GN336K000000
08/27/2020,BBLS DD X656EJUS000000
08/25/2020,BBLS DD XCJ20BOG000000
08/25/2020,BBLS DD X51S6P0C000000
08/25/2020,BBLS DD X7T3TLVG000000
08/24/2020,BBLS DD XAH8QCMS000000
08/24/2020,BBLS DD XFGUN0H4000000
08/23/2020,BBLS DD X42I0PE01
08/20/2020,BBLS DD X9B60NMG000000
08/19/2020,BBLS DD XCKAHL281
08/18/2020,BBLS DD X4KO84C8000000
08/18/2020,BBLS DD XHCRU5D01
08/17/2020,BBLS DD XEKEGE1G000000
08/13/2020,BBLS DD XEED94SO000000
08/13/2020,BBLS DD X2RHH7KS000000
08/12/2020,BBLS DD XECCUGL4000000
08/12/2020,BBLS DD XPTKUUO000000
08/11/2020,BBLS DD X8NMCQVC000000
08/11/2020,BBLS DD X7ET3J44000000
08/11/2020,BBLS DD X7H03VAC000000
08/09/2020,BBLS DD XB30EPCK000000
08/09/2020,BBLS DD X75QHAJ0000000
08/04/2020,BBLS DD X1VOQQRC000000
08/03/2020,BBLS DD X3BM5RG4000000
08/02/2020,BBLS DD XUO17P581
07/29/2020,BBLS DD X1Q6O7CLNVO2
07/28/2020,BBLS DD XA8O76R4000000
07/28/2020,BBLS DD XEOOQLVS000000
07/28/2020,BBLS DD X2PITIFG000000
07/27/2020,BBLS DD X5NK7PJ4000000
07/21/2020,BBLS DD X171CB80000000
07/20/2020,BBLS DD XD9TBEUK000000
07/18/2020,BBLS DD X4D2CHLG000000
07/18/2020,BBLS DD X5RITPKC000000
07/16/2020,BBLS DD XED3H68K000000
07/16/2020,BBLS DD X35G6LSO000000
07/16/2020,BBLS DD X3VHPT4G000000
07/16/2020,BBLS DD X6O3J9VC000000
07/15/2020,BBLS DD XD9R6610000000
07/15/2020,BBLS DD XEFN1IVC000000
07/15/2020,BBLS DD X263TU3S000000
07/13/2020,BBLS DD X4EVM2FS000000
07/13/2020,BBLS DD X711KT8S000000
07/12/2020,BBLS DD XBMSRNKK000000
07/12/2020,BBLS DD XD96PDUO000000
07/08/2020,BBLS DD XC7C031C000000
07/08/2020,BBLS DD X7SS74MO1
07/07/2020,BBLS DD X9FE7JO0000000
07/07/2020,BBLS DD XFBEFH1K000000
07/06/2020,BBLS DD X8NJ4CFO000000
07/06/2020,BBLS DD XAU0G988000000
07/06/2020,BBLS DD X4VCE7I8000000
07/05/2020,BBLS DD X6RIQ0T4000000
06/30/2020,BBLS DD X8DTCTVS000000
06/29/2020,BBLS DD XB75L4KG000000
06/29/2020,BBLS DD XFCMF58S000000
06/24/2020,BBLS DD X2RJ4L6O000000
06/23/2020,BBLS DD XB307K4K000000
06/23/2020,BBLS DD XKEHLQG1
06/23/2020,BBLS DD X89PMRHO000000
06/22/2020,BBLS DD X66ST5QS000000
06/21/2020,BBLS DD XBU2VK4000000
06/18/2020,BBLS DD XAQKRC1K000000
06/18/2020,BBLS DD XC0S3358000000
06/17/2020,BBLS DD XE0VTJK0000000
06/17/2020,BBLS DD X6N8NL00000000
06/16/2020,BBLS DD X1Q6O72JS782
06/16/2020,BBLS DD X1Q6O72M5FO2
06/15/2020,BBLS DD X22DSH48000000
06/08/2020,BBLS DD XB1LNVUG000000
06/08/2020,BBLS DD X3M38D1S000000
06/08/2020,BBLS DD X518075S000000
06/08/2020,BBLS DD X8ILD5MG000000
06/04/2020,BBLS DD XCO48BP8000000
06/03/2020,BBLS DD XBK3QFIC000000
05/31/2020,BBLS DD XDRCHVRC000000
05/31/2020,BBLS DD X35FV0NC000000
05/31/2020,BBLS DD X3EQ8OIC000000
05/28/2020,BBLS DD XAT677AS000000
05/25/2020,BBLS DD X4E21TUK000000
05/20/2020,BBLS DD XCMJ8DGG000000
05/17/2020,BBLS DD X50AGCD8000000
05/14/2020,BBLS DD XEMN42EK000000
05/14/2020,BBLS DD X5IFUQF0000000
05/13/2020,BBLS DD XBOGJISG000000
05/13/2020,BBLS DD XEBD8E60000000
05/13/2020,BBLS DD X36G1DUC000000
05/13/2020,BBLS DD X3A1RJ8K000000
