date,cryptocurrency_unscaled,cryptocurrency_monthly,isPartial,scale,cryptocurrency
2013-01-04,0,0.0,,0.0,0.0
2013-01-05,0,0.0,,0.0,0.0
2013-01-06,0,0.0,,0.0,0.0
2013-01-07,0,0.0,,0.0,0.0
2013-01-08,0,0.0,,0.0,0.0
2013-01-09,0,0.0,,0.0,0.0
2013-01-10,0,0.0,,0.0,0.0
2013-01-11,0,0.0,,0.0,0.0
2013-01-12,0,0.0,,0.0,0.0
2013-01-13,0,0.0,,0.0,0.0
2013-01-14,0,0.0,,0.0,0.0
2013-01-15,0,0.0,,0.0,0.0
2013-01-16,0,0.0,,0.0,0.0
2013-01-17,0,0.0,,0.0,0.0
2013-01-18,0,0.0,,0.0,0.0
2013-01-19,0,0.0,,0.0,0.0
2013-01-20,0,0.0,,0.0,0.0
2013-01-21,0,0.0,,0.0,0.0
2013-01-22,0,0.0,,0.0,0.0
2013-01-23,0,0.0,,0.0,0.0
2013-01-24,0,0.0,,0.0,0.0
2013-01-25,0,0.0,,0.0,0.0
2013-01-26,0,0.0,,0.0,0.0
2013-01-27,0,0.0,,0.0,0.0
2013-01-28,0,0.0,,0.0,0.0
2013-01-29,0,0.0,,0.0,0.0
2013-01-30,0,0.0,,0.0,0.0
2013-01-31,100,0.0,,0.0,0.0
2013-02-01,0,0.0,False,0.0,0.0
2013-02-02,0,0.0,,0.0,0.0
2013-02-03,0,0.0,,0.0,0.0
2013-02-04,0,0.0,,0.0,0.0
2013-02-05,0,0.0,,0.0,0.0
2013-02-06,0,0.0,,0.0,0.0
2013-02-07,0,0.0,,0.0,0.0
2013-02-08,0,0.0,,0.0,0.0
2013-02-09,0,0.0,,0.0,0.0
2013-02-10,0,0.0,,0.0,0.0
2013-02-11,0,0.0,,0.0,0.0
2013-02-12,0,0.0,,0.0,0.0
2013-02-13,0,0.0,,0.0,0.0
2013-02-14,0,0.0,,0.0,0.0
2013-02-15,0,0.0,,0.0,0.0
2013-02-16,0,0.0,,0.0,0.0
2013-02-17,100,0.0,,0.0,0.0
2013-02-18,0,0.0,,0.0,0.0
2013-02-19,0,0.0,,0.0,0.0
2013-02-20,0,0.0,,0.0,0.0
2013-02-21,0,0.0,,0.0,0.0
2013-02-22,0,0.0,,0.0,0.0
2013-02-23,0,0.0,,0.0,0.0
2013-02-24,0,0.0,,0.0,0.0
2013-02-25,0,0.0,,0.0,0.0
2013-02-26,0,0.0,,0.0,0.0
2013-02-27,0,0.0,,0.0,0.0
2013-02-28,0,0.0,,0.0,0.0
2013-03-01,0,0.0,False,0.0,0.0
2013-03-02,0,0.0,,0.0,0.0
2013-03-03,0,0.0,,0.0,0.0
2013-03-04,0,0.0,,0.0,0.0
2013-03-05,0,0.0,,0.0,0.0
2013-03-06,0,0.0,,0.0,0.0
2013-03-07,0,0.0,,0.0,0.0
2013-03-08,0,0.0,,0.0,0.0
2013-03-09,0,0.0,,0.0,0.0
2013-03-10,0,0.0,,0.0,0.0
2013-03-11,0,0.0,,0.0,0.0
2013-03-12,0,0.0,,0.0,0.0
2013-03-13,0,0.0,,0.0,0.0
2013-03-14,0,0.0,,0.0,0.0
2013-03-15,0,0.0,,0.0,0.0
2013-03-16,0,0.0,,0.0,0.0
2013-03-17,0,0.0,,0.0,0.0
2013-03-18,0,0.0,,0.0,0.0
2013-03-19,0,0.0,,0.0,0.0
2013-03-20,0,0.0,,0.0,0.0
2013-03-21,0,0.0,,0.0,0.0
2013-03-22,0,0.0,,0.0,0.0
2013-03-23,0,0.0,,0.0,0.0
2013-03-24,0,0.0,,0.0,0.0
2013-03-25,0,0.0,,0.0,0.0
2013-03-26,0,0.0,,0.0,0.0
2013-03-27,0,0.0,,0.0,0.0
2013-03-28,0,0.0,,0.0,0.0
2013-03-29,86,0.0,,0.0,0.0
2013-03-30,100,0.0,,0.0,0.0
2013-03-31,0,0.0,,0.0,0.0
2013-04-01,0,0.0,False,0.0,0.0
2013-04-02,0,0.0,,0.0,0.0
2013-04-03,0,0.0,,0.0,0.0
2013-04-04,0,0.0,,0.0,0.0
2013-04-05,0,0.0,,0.0,0.0
2013-04-06,0,0.0,,0.0,0.0
2013-04-07,0,0.0,,0.0,0.0
2013-04-08,0,0.0,,0.0,0.0
2013-04-09,0,0.0,,0.0,0.0
2013-04-10,0,0.0,,0.0,0.0
2013-04-11,0,0.0,,0.0,0.0
2013-04-12,0,0.0,,0.0,0.0
2013-04-13,100,0.0,,0.0,0.0
2013-04-14,99,0.0,,0.0,0.0
2013-04-15,78,0.0,,0.0,0.0
2013-04-16,0,0.0,,0.0,0.0
2013-04-17,0,0.0,,0.0,0.0
2013-04-18,0,0.0,,0.0,0.0
2013-04-19,0,0.0,,0.0,0.0
2013-04-20,0,0.0,,0.0,0.0
2013-04-21,0,0.0,,0.0,0.0
2013-04-22,0,0.0,,0.0,0.0
2013-04-23,0,0.0,,0.0,0.0
2013-04-24,0,0.0,,0.0,0.0
2013-04-25,0,0.0,,0.0,0.0
2013-04-26,0,0.0,,0.0,0.0
2013-04-27,0,0.0,,0.0,0.0
2013-04-28,0,0.0,,0.0,0.0
2013-04-29,0,0.0,,0.0,0.0
2013-04-30,0,0.0,,0.0,0.0
2013-05-01,0,0.0,False,0.0,0.0
2013-05-02,0,0.0,,0.0,0.0
2013-05-03,0,0.0,,0.0,0.0
2013-05-04,0,0.0,,0.0,0.0
2013-05-05,0,0.0,,0.0,0.0
2013-05-06,0,0.0,,0.0,0.0
2013-05-07,0,0.0,,0.0,0.0
2013-05-08,0,0.0,,0.0,0.0
2013-05-09,0,0.0,,0.0,0.0
2013-05-10,84,0.0,,0.0,0.0
2013-05-11,0,0.0,,0.0,0.0
2013-05-12,0,0.0,,0.0,0.0
2013-05-13,0,0.0,,0.0,0.0
2013-05-14,0,0.0,,0.0,0.0
2013-05-15,0,0.0,,0.0,0.0
2013-05-16,0,0.0,,0.0,0.0
2013-05-17,0,0.0,,0.0,0.0
2013-05-18,0,0.0,,0.0,0.0
2013-05-19,100,0.0,,0.0,0.0
2013-05-20,0,0.0,,0.0,0.0
2013-05-21,79,0.0,,0.0,0.0
2013-05-22,0,0.0,,0.0,0.0
2013-05-23,0,0.0,,0.0,0.0
2013-05-24,84,0.0,,0.0,0.0
2013-05-25,0,0.0,,0.0,0.0
2013-05-26,0,0.0,,0.0,0.0
2013-05-27,0,0.0,,0.0,0.0
2013-05-28,0,0.0,,0.0,0.0
2013-05-29,0,0.0,,0.0,0.0
2013-05-30,0,0.0,,0.0,0.0
2013-05-31,0,0.0,,0.0,0.0
2013-06-01,0,0.0,False,0.0,0.0
2013-06-02,0,0.0,,0.0,0.0
2013-06-03,0,0.0,,0.0,0.0
2013-06-04,0,0.0,,0.0,0.0
2013-06-05,0,0.0,,0.0,0.0
2013-06-06,0,0.0,,0.0,0.0
2013-06-07,0,0.0,,0.0,0.0
2013-06-08,49,0.0,,0.0,0.0
2013-06-09,0,0.0,,0.0,0.0
2013-06-10,0,0.0,,0.0,0.0
2013-06-11,0,0.0,,0.0,0.0
2013-06-12,0,0.0,,0.0,0.0
2013-06-13,78,0.0,,0.0,0.0
2013-06-14,0,0.0,,0.0,0.0
2013-06-15,100,0.0,,0.0,0.0
2013-06-16,0,0.0,,0.0,0.0
2013-06-17,39,0.0,,0.0,0.0
2013-06-18,0,0.0,,0.0,0.0
2013-06-19,0,0.0,,0.0,0.0
2013-06-20,0,0.0,,0.0,0.0
2013-06-21,0,0.0,,0.0,0.0
2013-06-22,0,0.0,,0.0,0.0
2013-06-23,0,0.0,,0.0,0.0
2013-06-24,0,0.0,,0.0,0.0
2013-06-25,39,0.0,,0.0,0.0
2013-06-26,0,0.0,,0.0,0.0
2013-06-27,0,0.0,,0.0,0.0
2013-06-28,0,0.0,,0.0,0.0
2013-06-29,49,0.0,,0.0,0.0
2013-06-30,0,0.0,,0.0,0.0
2013-07-01,0,0.0,False,0.0,0.0
2013-07-02,0,0.0,,0.0,0.0
2013-07-03,83,0.0,,0.0,0.0
2013-07-04,0,0.0,,0.0,0.0
2013-07-05,0,0.0,,0.0,0.0
2013-07-06,0,0.0,,0.0,0.0
2013-07-07,100,0.0,,0.0,0.0
2013-07-08,0,0.0,,0.0,0.0
2013-07-09,0,0.0,,0.0,0.0
2013-07-10,80,0.0,,0.0,0.0
2013-07-11,0,0.0,,0.0,0.0
2013-07-12,0,0.0,,0.0,0.0
2013-07-13,0,0.0,,0.0,0.0
2013-07-14,0,0.0,,0.0,0.0
2013-07-15,0,0.0,,0.0,0.0
2013-07-16,0,0.0,,0.0,0.0
2013-07-17,0,0.0,,0.0,0.0
2013-07-18,0,0.0,,0.0,0.0
2013-07-19,0,0.0,,0.0,0.0
2013-07-20,0,0.0,,0.0,0.0
2013-07-21,0,0.0,,0.0,0.0
2013-07-22,0,0.0,,0.0,0.0
2013-07-23,0,0.0,,0.0,0.0
2013-07-24,0,0.0,,0.0,0.0
2013-07-25,0,0.0,,0.0,0.0
2013-07-26,0,0.0,,0.0,0.0
2013-07-27,0,0.0,,0.0,0.0
2013-07-28,0,0.0,,0.0,0.0
2013-07-29,0,0.0,,0.0,0.0
2013-07-30,0,0.0,,0.0,0.0
2013-07-31,0,0.0,,0.0,0.0
2013-08-01,0,0.0,False,0.0,0.0
2013-08-02,0,0.0,,0.0,0.0
2013-08-03,0,0.0,,0.0,0.0
2013-08-04,0,0.0,,0.0,0.0
2013-08-05,0,0.0,,0.0,0.0
2013-08-06,0,0.0,,0.0,0.0
2013-08-07,0,0.0,,0.0,0.0
2013-08-08,82,0.0,,0.0,0.0
2013-08-09,0,0.0,,0.0,0.0
2013-08-10,0,0.0,,0.0,0.0
2013-08-11,0,0.0,,0.0,0.0
2013-08-12,80,0.0,,0.0,0.0
2013-08-13,0,0.0,,0.0,0.0
2013-08-14,0,0.0,,0.0,0.0
2013-08-15,0,0.0,,0.0,0.0
2013-08-16,85,0.0,,0.0,0.0
2013-08-17,0,0.0,,0.0,0.0
2013-08-18,0,0.0,,0.0,0.0
2013-08-19,0,0.0,,0.0,0.0
2013-08-20,81,0.0,,0.0,0.0
2013-08-21,0,0.0,,0.0,0.0
2013-08-22,81,0.0,,0.0,0.0
2013-08-23,0,0.0,,0.0,0.0
2013-08-24,100,0.0,,0.0,0.0
2013-08-25,0,0.0,,0.0,0.0
2013-08-26,0,0.0,,0.0,0.0
2013-08-27,0,0.0,,0.0,0.0
2013-08-28,0,0.0,,0.0,0.0
2013-08-29,0,0.0,,0.0,0.0
2013-08-30,0,0.0,,0.0,0.0
2013-08-31,0,0.0,,0.0,0.0
2013-09-01,0,0.0,False,0.0,0.0
2013-09-02,0,0.0,,0.0,0.0
2013-09-03,0,0.0,,0.0,0.0
2013-09-04,0,0.0,,0.0,0.0
2013-09-05,0,0.0,,0.0,0.0
2013-09-06,0,0.0,,0.0,0.0
2013-09-07,0,0.0,,0.0,0.0
2013-09-08,0,0.0,,0.0,0.0
2013-09-09,0,0.0,,0.0,0.0
2013-09-10,0,0.0,,0.0,0.0
2013-09-11,0,0.0,,0.0,0.0
2013-09-12,0,0.0,,0.0,0.0
2013-09-13,0,0.0,,0.0,0.0
2013-09-14,0,0.0,,0.0,0.0
2013-09-15,0,0.0,,0.0,0.0
2013-09-16,0,0.0,,0.0,0.0
2013-09-17,0,0.0,,0.0,0.0
2013-09-18,0,0.0,,0.0,0.0
2013-09-19,0,0.0,,0.0,0.0
2013-09-20,0,0.0,,0.0,0.0
2013-09-21,0,0.0,,0.0,0.0
2013-09-22,0,0.0,,0.0,0.0
2013-09-23,0,0.0,,0.0,0.0
2013-09-24,0,0.0,,0.0,0.0
2013-09-25,0,0.0,,0.0,0.0
2013-09-26,0,0.0,,0.0,0.0
2013-09-27,0,0.0,,0.0,0.0
2013-09-28,0,0.0,,0.0,0.0
2013-09-29,100,0.0,,0.0,0.0
2013-09-30,0,0.0,,0.0,0.0
2013-10-01,0,0.0,False,0.0,0.0
2013-10-02,34,0.0,,0.0,0.0
2013-10-03,0,0.0,,0.0,0.0
2013-10-04,0,0.0,,0.0,0.0
2013-10-05,0,0.0,,0.0,0.0
2013-10-06,0,0.0,,0.0,0.0
2013-10-07,0,0.0,,0.0,0.0
2013-10-08,0,0.0,,0.0,0.0
2013-10-09,34,0.0,,0.0,0.0
2013-10-10,35,0.0,,0.0,0.0
2013-10-11,0,0.0,,0.0,0.0
2013-10-12,0,0.0,,0.0,0.0
2013-10-13,0,0.0,,0.0,0.0
2013-10-14,0,0.0,,0.0,0.0
2013-10-15,0,0.0,,0.0,0.0
2013-10-16,68,0.0,,0.0,0.0
2013-10-17,0,0.0,,0.0,0.0
2013-10-18,0,0.0,,0.0,0.0
2013-10-19,0,0.0,,0.0,0.0
2013-10-20,42,0.0,,0.0,0.0
2013-10-21,0,0.0,,0.0,0.0
2013-10-22,0,0.0,,0.0,0.0
2013-10-23,0,0.0,,0.0,0.0
2013-10-24,0,0.0,,0.0,0.0
2013-10-25,35,0.0,,0.0,0.0
2013-10-26,43,0.0,,0.0,0.0
2013-10-27,0,0.0,,0.0,0.0
2013-10-28,0,0.0,,0.0,0.0
2013-10-29,0,0.0,,0.0,0.0
2013-10-30,100,0.0,,0.0,0.0
2013-10-31,35,0.0,,0.0,0.0
2013-11-01,22,0.0,False,0.0,0.0
2013-11-02,0,0.0,,0.0,0.0
2013-11-03,0,0.0,,0.0,0.0
2013-11-04,20,0.0,,0.0,0.0
2013-11-05,0,0.0,,0.0,0.0
2013-11-06,20,0.0,,0.0,0.0
2013-11-07,20,0.0,,0.0,0.0
2013-11-08,21,0.0,,0.0,0.0
2013-11-09,25,0.0,,0.0,0.0
2013-11-10,100,0.0,,0.0,0.0
2013-11-11,0,0.0,,0.0,0.0
2013-11-12,59,0.0,,0.0,0.0
2013-11-13,20,0.0,,0.0,0.0
2013-11-14,0,0.0,,0.0,0.0
2013-11-15,21,0.0,,0.0,0.0
2013-11-16,0,0.0,,0.0,0.0
2013-11-17,0,0.0,,0.0,0.0
2013-11-18,0,0.0,,0.0,0.0
2013-11-19,0,0.0,,0.0,0.0
2013-11-20,20,0.0,,0.0,0.0
2013-11-21,20,0.0,,0.0,0.0
2013-11-22,21,0.0,,0.0,0.0
2013-11-23,0,0.0,,0.0,0.0
2013-11-24,0,0.0,,0.0,0.0
2013-11-25,20,0.0,,0.0,0.0
2013-11-26,20,0.0,,0.0,0.0
2013-11-27,86,0.0,,0.0,0.0
2013-11-28,78,0.0,,0.0,0.0
2013-11-29,96,0.0,,0.0,0.0
2013-11-30,49,0.0,,0.0,0.0
2013-12-01,45,1.0,False,0.01,0.45
2013-12-02,47,1.0,,0.01,0.47000000000000003
2013-12-03,29,1.0,,0.01,0.29
2013-12-04,29,1.0,,0.01,0.29
2013-12-05,78,1.0,,0.01,0.78
2013-12-06,70,1.0,,0.01,0.7000000000000001
2013-12-07,49,1.0,,0.01,0.49
2013-12-08,0,1.0,,0.01,0.0
2013-12-09,48,1.0,,0.01,0.48
2013-12-10,69,1.0,,0.01,0.6900000000000001
2013-12-11,20,1.0,,0.01,0.2
2013-12-12,51,1.0,,0.01,0.51
2013-12-13,52,1.0,,0.01,0.52
2013-12-14,37,1.0,,0.01,0.37
2013-12-15,50,1.0,,0.01,0.5
2013-12-16,31,1.0,,0.01,0.31
2013-12-17,71,1.0,,0.01,0.71
2013-12-18,20,1.0,,0.01,0.2
2013-12-19,54,1.0,,0.01,0.54
2013-12-20,100,1.0,,0.01,1.0
2013-12-21,39,1.0,,0.01,0.39
2013-12-22,80,1.0,,0.01,0.8
2013-12-23,57,1.0,,0.01,0.5700000000000001
2013-12-24,51,1.0,,0.01,0.51
2013-12-25,31,1.0,,0.01,0.31
2013-12-26,60,1.0,,0.01,0.6
2013-12-27,58,1.0,,0.01,0.58
2013-12-28,13,1.0,,0.01,0.13
2013-12-29,0,1.0,,0.01,0.0
2013-12-30,43,1.0,,0.01,0.43
2013-12-31,34,1.0,,0.01,0.34
2014-01-01,0,2.0,False,0.02,0.0
2014-01-02,42,2.0,,0.02,0.84
2014-01-03,32,2.0,,0.02,0.64
2014-01-04,24,2.0,,0.02,0.48
2014-01-05,12,2.0,,0.02,0.24
2014-01-06,50,2.0,,0.02,1.0
2014-01-07,30,2.0,,0.02,0.6
2014-01-08,41,2.0,,0.02,0.8200000000000001
2014-01-09,52,2.0,,0.02,1.04
2014-01-10,84,2.0,,0.02,1.68
2014-01-11,37,2.0,,0.02,0.74
2014-01-12,25,2.0,,0.02,0.5
2014-01-13,60,2.0,,0.02,1.2
2014-01-14,40,2.0,,0.02,0.8
2014-01-15,40,2.0,,0.02,0.8
2014-01-16,30,2.0,,0.02,0.6
2014-01-17,31,2.0,,0.02,0.62
2014-01-18,100,2.0,,0.02,2.0
2014-01-19,25,2.0,,0.02,0.5
2014-01-20,63,2.0,,0.02,1.26
2014-01-21,59,2.0,,0.02,1.18
2014-01-22,49,2.0,,0.02,0.98
2014-01-23,50,2.0,,0.02,1.0
2014-01-24,50,2.0,,0.02,1.0
2014-01-25,48,2.0,,0.02,0.96
2014-01-26,60,2.0,,0.02,1.2
2014-01-27,29,2.0,,0.02,0.58
2014-01-28,68,2.0,,0.02,1.36
2014-01-29,39,2.0,,0.02,0.78
2014-01-30,60,2.0,,0.02,1.2
2014-01-31,41,2.0,,0.02,0.8200000000000001
2014-02-01,31,2.0,False,0.02,0.62
2014-02-02,40,2.0,,0.02,0.8
2014-02-03,24,2.0,,0.02,0.48
2014-02-04,49,2.0,,0.02,0.98
2014-02-05,60,2.0,,0.02,1.2
2014-02-06,25,2.0,,0.02,0.5
2014-02-07,51,2.0,,0.02,1.02
2014-02-08,10,2.0,,0.02,0.2
2014-02-09,51,2.0,,0.02,1.02
2014-02-10,49,2.0,,0.02,0.98
2014-02-11,41,2.0,,0.02,0.8200000000000001
2014-02-12,66,2.0,,0.02,1.32
2014-02-13,17,2.0,,0.02,0.34
2014-02-14,62,2.0,,0.02,1.24
2014-02-15,52,2.0,,0.02,1.04
2014-02-16,21,2.0,,0.02,0.42
2014-02-17,35,2.0,,0.02,0.7000000000000001
2014-02-18,100,2.0,,0.02,2.0
2014-02-19,17,2.0,,0.02,0.34
2014-02-20,17,2.0,,0.02,0.34
2014-02-21,52,2.0,,0.02,1.04
2014-02-22,53,2.0,,0.02,1.06
2014-02-23,63,2.0,,0.02,1.26
2014-02-24,50,2.0,,0.02,1.0
2014-02-25,41,2.0,,0.02,0.8200000000000001
2014-02-26,33,2.0,,0.02,0.66
2014-02-27,75,2.0,,0.02,1.5
2014-02-28,43,2.0,,0.02,0.86
2014-03-01,41,1.0,False,0.01,0.41000000000000003
2014-03-02,100,1.0,,0.01,1.0
2014-03-03,48,1.0,,0.01,0.48
2014-03-04,57,1.0,,0.01,0.5700000000000001
2014-03-05,75,1.0,,0.01,0.75
2014-03-06,17,1.0,,0.01,0.17
2014-03-07,70,1.0,,0.01,0.7000000000000001
2014-03-08,21,1.0,,0.01,0.21
2014-03-09,21,1.0,,0.01,0.21
2014-03-10,25,1.0,,0.01,0.25
2014-03-11,34,1.0,,0.01,0.34
2014-03-12,8,1.0,,0.01,0.08
2014-03-13,34,1.0,,0.01,0.34
2014-03-14,27,1.0,,0.01,0.27
2014-03-15,11,1.0,,0.01,0.11
2014-03-16,10,1.0,,0.01,0.1
2014-03-17,25,1.0,,0.01,0.25
2014-03-18,9,1.0,,0.01,0.09
2014-03-19,33,1.0,,0.01,0.33
2014-03-20,17,1.0,,0.01,0.17
2014-03-21,27,1.0,,0.01,0.27
2014-03-22,11,1.0,,0.01,0.11
2014-03-23,10,1.0,,0.01,0.1
2014-03-24,59,1.0,,0.01,0.59
2014-03-25,17,1.0,,0.01,0.17
2014-03-26,34,1.0,,0.01,0.34
2014-03-27,43,1.0,,0.01,0.43
2014-03-28,52,1.0,,0.01,0.52
2014-03-29,41,1.0,,0.01,0.41000000000000003
2014-03-30,10,1.0,,0.01,0.1
2014-03-31,34,1.0,,0.01,0.34
2014-04-01,19,1.0,False,0.01,0.19
2014-04-02,29,1.0,,0.01,0.29
2014-04-03,20,1.0,,0.01,0.2
2014-04-04,20,1.0,,0.01,0.2
2014-04-05,12,1.0,,0.01,0.12
2014-04-06,12,1.0,,0.01,0.12
2014-04-07,9,1.0,,0.01,0.09
2014-04-08,29,1.0,,0.01,0.29
2014-04-09,49,1.0,,0.01,0.49
2014-04-10,30,1.0,,0.01,0.3
2014-04-11,21,1.0,,0.01,0.21
2014-04-12,38,1.0,,0.01,0.38
2014-04-13,100,1.0,,0.01,1.0
2014-04-14,19,1.0,,0.01,0.19
2014-04-15,56,1.0,,0.01,0.56
2014-04-16,49,1.0,,0.01,0.49
2014-04-17,0,1.0,,0.01,0.0
2014-04-18,22,1.0,,0.01,0.22
2014-04-19,13,1.0,,0.01,0.13
2014-04-20,27,1.0,,0.01,0.27
2014-04-21,10,1.0,,0.01,0.1
2014-04-22,19,1.0,,0.01,0.19
2014-04-23,10,1.0,,0.01,0.1
2014-04-24,0,1.0,,0.01,0.0
2014-04-25,0,1.0,,0.01,0.0
2014-04-26,13,1.0,,0.01,0.13
2014-04-27,0,1.0,,0.01,0.0
2014-04-28,10,1.0,,0.01,0.1
2014-04-29,66,1.0,,0.01,0.66
2014-04-30,48,1.0,,0.01,0.48
2014-05-01,20,1.0,False,0.01,0.2
2014-05-02,21,1.0,,0.01,0.21
2014-05-03,26,1.0,,0.01,0.26
2014-05-04,25,1.0,,0.01,0.25
2014-05-05,20,1.0,,0.01,0.2
2014-05-06,20,1.0,,0.01,0.2
2014-05-07,40,1.0,,0.01,0.4
2014-05-08,20,1.0,,0.01,0.2
2014-05-09,42,1.0,,0.01,0.42
2014-05-10,0,1.0,,0.01,0.0
2014-05-11,52,1.0,,0.01,0.52
2014-05-12,20,1.0,,0.01,0.2
2014-05-13,0,1.0,,0.01,0.0
2014-05-14,20,1.0,,0.01,0.2
2014-05-15,40,1.0,,0.01,0.4
2014-05-16,0,1.0,,0.01,0.0
2014-05-17,77,1.0,,0.01,0.77
2014-05-18,26,1.0,,0.01,0.26
2014-05-19,100,1.0,,0.01,1.0
2014-05-20,20,1.0,,0.01,0.2
2014-05-21,91,1.0,,0.01,0.91
