date,cryptocurrency_unscaled,cryptocurrency_monthly,isPartial,scale,cryptocurrency
2014-05-22,45,1.0,,0.01,0.45
2014-05-23,49,1.0,,0.01,0.49
2014-05-24,61,1.0,,0.01,0.61
2014-05-25,64,1.0,,0.01,0.64
2014-05-26,0,1.0,,0.01,0.0
2014-05-27,23,1.0,,0.01,0.23
2014-05-28,44,1.0,,0.01,0.44
2014-05-29,45,1.0,,0.01,0.45
2014-05-30,0,1.0,,0.01,0.0
2014-05-31,29,1.0,,0.01,0.29
2014-06-01,0,1.0,False,0.01,0.0
2014-06-02,37,1.0,,0.01,0.37
2014-06-03,37,1.0,,0.01,0.37
2014-06-04,55,1.0,,0.01,0.55
2014-06-05,38,1.0,,0.01,0.38
2014-06-06,20,1.0,,0.01,0.2
2014-06-07,73,1.0,,0.01,0.73
2014-06-08,24,1.0,,0.01,0.24
2014-06-09,19,1.0,,0.01,0.19
2014-06-10,0,1.0,,0.01,0.0
2014-06-11,75,1.0,,0.01,0.75
2014-06-12,0,1.0,,0.01,0.0
2014-06-13,39,1.0,,0.01,0.39
2014-06-14,24,1.0,,0.01,0.24
2014-06-15,100,1.0,,0.01,1.0
2014-06-16,19,1.0,,0.01,0.19
2014-06-17,38,1.0,,0.01,0.38
2014-06-18,0,1.0,,0.01,0.0
2014-06-19,38,1.0,,0.01,0.38
2014-06-20,0,1.0,,0.01,0.0
2014-06-21,24,1.0,,0.01,0.24
2014-06-22,25,1.0,,0.01,0.25
2014-06-23,0,1.0,,0.01,0.0
2014-06-24,19,1.0,,0.01,0.19
2014-06-25,19,1.0,,0.01,0.19
2014-06-26,38,1.0,,0.01,0.38
2014-06-27,0,1.0,,0.01,0.0
2014-06-28,24,1.0,,0.01,0.24
2014-06-29,0,1.0,,0.01,0.0
2014-06-30,19,1.0,,0.01,0.19
2014-07-01,0,1.0,False,0.01,0.0
2014-07-02,0,1.0,,0.01,0.0
2014-07-03,35,1.0,,0.01,0.35000000000000003
2014-07-04,42,1.0,,0.01,0.42
2014-07-05,94,1.0,,0.01,0.9400000000000001
2014-07-06,87,1.0,,0.01,0.87
2014-07-07,100,1.0,,0.01,1.0
2014-07-08,0,1.0,,0.01,0.0
2014-07-09,66,1.0,,0.01,0.66
2014-07-10,67,1.0,,0.01,0.67
2014-07-11,69,1.0,,0.01,0.6900000000000001
2014-07-12,0,1.0,,0.01,0.0
2014-07-13,82,1.0,,0.01,0.8200000000000001
2014-07-14,66,1.0,,0.01,0.66
2014-07-15,64,1.0,,0.01,0.64
2014-07-16,0,1.0,,0.01,0.0
2014-07-17,0,1.0,,0.01,0.0
2014-07-18,35,1.0,,0.01,0.35000000000000003
2014-07-19,84,1.0,,0.01,0.84
2014-07-20,0,1.0,,0.01,0.0
2014-07-21,0,1.0,,0.01,0.0
2014-07-22,98,1.0,,0.01,0.98
2014-07-23,66,1.0,,0.01,0.66
2014-07-24,66,1.0,,0.01,0.66
2014-07-25,34,1.0,,0.01,0.34
2014-07-26,42,1.0,,0.01,0.42
2014-07-27,42,1.0,,0.01,0.42
2014-07-28,66,1.0,,0.01,0.66
2014-07-29,32,1.0,,0.01,0.32
2014-07-30,66,1.0,,0.01,0.66
2014-07-31,0,1.0,,0.01,0.0
2014-08-01,26,0.0,False,0.0,0.0
2014-08-02,31,0.0,,0.0,0.0
2014-08-03,32,0.0,,0.0,0.0
2014-08-04,0,0.0,,0.0,0.0
2014-08-05,100,0.0,,0.0,0.0
2014-08-06,0,0.0,,0.0,0.0
2014-08-07,39,0.0,,0.0,0.0
2014-08-08,0,0.0,,0.0,0.0
2014-08-09,0,0.0,,0.0,0.0
2014-08-10,64,0.0,,0.0,0.0
2014-08-11,49,0.0,,0.0,0.0
2014-08-12,48,0.0,,0.0,0.0
2014-08-13,25,0.0,,0.0,0.0
2014-08-14,25,0.0,,0.0,0.0
2014-08-15,26,0.0,,0.0,0.0
2014-08-16,64,0.0,,0.0,0.0
2014-08-17,32,0.0,,0.0,0.0
2014-08-18,51,0.0,,0.0,0.0
2014-08-19,50,0.0,,0.0,0.0
2014-08-20,51,0.0,,0.0,0.0
2014-08-21,25,0.0,,0.0,0.0
2014-08-22,0,0.0,,0.0,0.0
2014-08-23,0,0.0,,0.0,0.0
2014-08-24,0,0.0,,0.0,0.0
2014-08-25,25,0.0,,0.0,0.0
2014-08-26,24,0.0,,0.0,0.0
2014-08-27,0,0.0,,0.0,0.0
2014-08-28,0,0.0,,0.0,0.0
2014-08-29,0,0.0,,0.0,0.0
2014-08-30,62,0.0,,0.0,0.0
2014-08-31,63,0.0,,0.0,0.0
2014-09-01,31,0.0,False,0.0,0.0
2014-09-02,26,0.0,,0.0,0.0
2014-09-03,26,0.0,,0.0,0.0
2014-09-04,52,0.0,,0.0,0.0
2014-09-05,53,0.0,,0.0,0.0
2014-09-06,32,0.0,,0.0,0.0
2014-09-07,64,0.0,,0.0,0.0
2014-09-08,0,0.0,,0.0,0.0
2014-09-09,50,0.0,,0.0,0.0
2014-09-10,0,0.0,,0.0,0.0
2014-09-11,0,0.0,,0.0,0.0
2014-09-12,26,0.0,,0.0,0.0
2014-09-13,0,0.0,,0.0,0.0
2014-09-14,32,0.0,,0.0,0.0
2014-09-15,0,0.0,,0.0,0.0
2014-09-16,26,0.0,,0.0,0.0
2014-09-17,0,0.0,,0.0,0.0
2014-09-18,26,0.0,,0.0,0.0
2014-09-19,27,0.0,,0.0,0.0
2014-09-20,100,0.0,,0.0,0.0
2014-09-21,0,0.0,,0.0,0.0
2014-09-22,26,0.0,,0.0,0.0
2014-09-23,51,0.0,,0.0,0.0
2014-09-24,26,0.0,,0.0,0.0
2014-09-25,0,0.0,,0.0,0.0
2014-09-26,54,0.0,,0.0,0.0
2014-09-27,0,0.0,,0.0,0.0
2014-09-28,33,0.0,,0.0,0.0
2014-09-29,26,0.0,,0.0,0.0
2014-09-30,51,0.0,,0.0,0.0
2014-10-01,100,0.0,False,0.0,0.0
2014-10-02,25,0.0,,0.0,0.0
2014-10-03,26,0.0,,0.0,0.0
2014-10-04,0,0.0,,0.0,0.0
2014-10-05,65,0.0,,0.0,0.0
2014-10-06,26,0.0,,0.0,0.0
2014-10-07,0,0.0,,0.0,0.0
2014-10-08,25,0.0,,0.0,0.0
2014-10-09,26,0.0,,0.0,0.0
2014-10-10,0,0.0,,0.0,0.0
2014-10-11,66,0.0,,0.0,0.0
2014-10-12,0,0.0,,0.0,0.0
2014-10-13,26,0.0,,0.0,0.0
2014-10-14,25,0.0,,0.0,0.0
2014-10-15,0,0.0,,0.0,0.0
2014-10-16,50,0.0,,0.0,0.0
2014-10-17,0,0.0,,0.0,0.0
2014-10-18,67,0.0,,0.0,0.0
2014-10-19,33,0.0,,0.0,0.0
2014-10-20,25,0.0,,0.0,0.0
2014-10-21,0,0.0,,0.0,0.0
2014-10-22,25,0.0,,0.0,0.0
2014-10-23,50,0.0,,0.0,0.0
2014-10-24,0,0.0,,0.0,0.0
2014-10-25,0,0.0,,0.0,0.0
2014-10-26,64,0.0,,0.0,0.0
2014-10-27,25,0.0,,0.0,0.0
2014-10-28,25,0.0,,0.0,0.0
2014-10-29,25,0.0,,0.0,0.0
2014-10-30,51,0.0,,0.0,0.0
2014-10-31,0,0.0,,0.0,0.0
2014-11-01,0,0.0,False,0.0,0.0
2014-11-02,0,0.0,,0.0,0.0
2014-11-03,0,0.0,,0.0,0.0
2014-11-04,79,0.0,,0.0,0.0
2014-11-05,0,0.0,,0.0,0.0
2014-11-06,26,0.0,,0.0,0.0
2014-11-07,0,0.0,,0.0,0.0
2014-11-08,0,0.0,,0.0,0.0
2014-11-09,68,0.0,,0.0,0.0
2014-11-10,27,0.0,,0.0,0.0
2014-11-11,27,0.0,,0.0,0.0
2014-11-12,53,0.0,,0.0,0.0
2014-11-13,26,0.0,,0.0,0.0
2014-11-14,0,0.0,,0.0,0.0
2014-11-15,100,0.0,,0.0,0.0
2014-11-16,65,0.0,,0.0,0.0
2014-11-17,0,0.0,,0.0,0.0
2014-11-18,0,0.0,,0.0,0.0
2014-11-19,0,0.0,,0.0,0.0
2014-11-20,0,0.0,,0.0,0.0
2014-11-21,82,0.0,,0.0,0.0
2014-11-22,33,0.0,,0.0,0.0
2014-11-23,0,0.0,,0.0,0.0
2014-11-24,26,0.0,,0.0,0.0
2014-11-25,27,0.0,,0.0,0.0
2014-11-26,0,0.0,,0.0,0.0
2014-11-27,0,0.0,,0.0,0.0
2014-11-28,32,0.0,,0.0,0.0
2014-11-29,0,0.0,,0.0,0.0
2014-11-30,0,0.0,,0.0,0.0
2014-12-01,25,0.0,False,0.0,0.0
2014-12-02,51,0.0,,0.0,0.0
2014-12-03,26,0.0,,0.0,0.0
2014-12-04,27,0.0,,0.0,0.0
2014-12-05,27,0.0,,0.0,0.0
2014-12-06,67,0.0,,0.0,0.0
2014-12-07,100,0.0,,0.0,0.0
2014-12-08,53,0.0,,0.0,0.0
2014-12-09,0,0.0,,0.0,0.0
2014-12-10,0,0.0,,0.0,0.0
2014-12-11,55,0.0,,0.0,0.0
2014-12-12,0,0.0,,0.0,0.0
2014-12-13,0,0.0,,0.0,0.0
2014-12-14,71,0.0,,0.0,0.0
2014-12-15,28,0.0,,0.0,0.0
2014-12-16,0,0.0,,0.0,0.0
2014-12-17,0,0.0,,0.0,0.0
2014-12-18,29,0.0,,0.0,0.0
2014-12-19,61,0.0,,0.0,0.0
2014-12-20,36,0.0,,0.0,0.0
2014-12-21,37,0.0,,0.0,0.0
2014-12-22,62,0.0,,0.0,0.0
2014-12-23,31,0.0,,0.0,0.0
2014-12-24,71,0.0,,0.0,0.0
2014-12-25,0,0.0,,0.0,0.0
2014-12-26,35,0.0,,0.0,0.0
2014-12-27,36,0.0,,0.0,0.0
2014-12-28,0,0.0,,0.0,0.0
2014-12-29,62,0.0,,0.0,0.0
2014-12-30,31,0.0,,0.0,0.0
2014-12-31,0,0.0,,0.0,0.0
2015-01-01,73,0.0,False,0.0,0.0
2015-01-02,30,0.0,,0.0,0.0
2015-01-03,0,0.0,,0.0,0.0
2015-01-04,32,0.0,,0.0,0.0
2015-01-05,55,0.0,,0.0,0.0
2015-01-06,27,0.0,,0.0,0.0
2015-01-07,54,0.0,,0.0,0.0
2015-01-08,0,0.0,,0.0,0.0
2015-01-09,0,0.0,,0.0,0.0
2015-01-10,33,0.0,,0.0,0.0
2015-01-11,100,0.0,,0.0,0.0
2015-01-12,0,0.0,,0.0,0.0
2015-01-13,52,0.0,,0.0,0.0
2015-01-14,27,0.0,,0.0,0.0
2015-01-15,54,0.0,,0.0,0.0
2015-01-16,0,0.0,,0.0,0.0
2015-01-17,0,0.0,,0.0,0.0
2015-01-18,33,0.0,,0.0,0.0
2015-01-19,0,0.0,,0.0,0.0
2015-01-20,80,0.0,,0.0,0.0
2015-01-21,0,0.0,,0.0,0.0
2015-01-22,0,0.0,,0.0,0.0
2015-01-23,55,0.0,,0.0,0.0
2015-01-24,66,0.0,,0.0,0.0
2015-01-25,0,0.0,,0.0,0.0
2015-01-26,52,0.0,,0.0,0.0
2015-01-27,26,0.0,,0.0,0.0
2015-01-28,26,0.0,,0.0,0.0
2015-01-29,53,0.0,,0.0,0.0
2015-01-30,54,0.0,,0.0,0.0
2015-01-31,65,0.0,,0.0,0.0
2015-02-01,0,0.0,False,0.0,0.0
2015-02-02,31,0.0,,0.0,0.0
2015-02-03,32,0.0,,0.0,0.0
2015-02-04,32,0.0,,0.0,0.0
2015-02-05,32,0.0,,0.0,0.0
2015-02-06,0,0.0,,0.0,0.0
2015-02-07,41,0.0,,0.0,0.0
2015-02-08,0,0.0,,0.0,0.0
2015-02-09,0,0.0,,0.0,0.0
2015-02-10,62,0.0,,0.0,0.0
2015-02-11,32,0.0,,0.0,0.0
2015-02-12,32,0.0,,0.0,0.0
2015-02-13,33,0.0,,0.0,0.0
2015-02-14,0,0.0,,0.0,0.0
2015-02-15,0,0.0,,0.0,0.0
2015-02-16,0,0.0,,0.0,0.0
2015-02-17,0,0.0,,0.0,0.0
2015-02-18,32,0.0,,0.0,0.0
2015-02-19,0,0.0,,0.0,0.0
2015-02-20,100,0.0,,0.0,0.0
2015-02-21,0,0.0,,0.0,0.0
2015-02-22,40,0.0,,0.0,0.0
2015-02-23,32,0.0,,0.0,0.0
2015-02-24,63,0.0,,0.0,0.0
2015-02-25,0,0.0,,0.0,0.0
2015-02-26,0,0.0,,0.0,0.0
2015-02-27,97,0.0,,0.0,0.0
2015-02-28,78,0.0,,0.0,0.0
2015-03-01,0,0.0,False,0.0,0.0
2015-03-02,64,0.0,,0.0,0.0
2015-03-03,31,0.0,,0.0,0.0
2015-03-04,0,0.0,,0.0,0.0
2015-03-05,97,0.0,,0.0,0.0
2015-03-06,0,0.0,,0.0,0.0
2015-03-07,42,0.0,,0.0,0.0
2015-03-08,0,0.0,,0.0,0.0
2015-03-09,97,0.0,,0.0,0.0
2015-03-10,0,0.0,,0.0,0.0
2015-03-11,0,0.0,,0.0,0.0
2015-03-12,100,0.0,,0.0,0.0
2015-03-13,34,0.0,,0.0,0.0
2015-03-14,0,0.0,,0.0,0.0
2015-03-15,0,0.0,,0.0,0.0
2015-03-16,67,0.0,,0.0,0.0
2015-03-17,66,0.0,,0.0,0.0
2015-03-18,33,0.0,,0.0,0.0
2015-03-19,67,0.0,,0.0,0.0
2015-03-20,33,0.0,,0.0,0.0
2015-03-21,42,0.0,,0.0,0.0
2015-03-22,0,0.0,,0.0,0.0
2015-03-23,0,0.0,,0.0,0.0
2015-03-24,99,0.0,,0.0,0.0
2015-03-25,0,0.0,,0.0,0.0
2015-03-26,79,0.0,,0.0,0.0
2015-03-27,34,0.0,,0.0,0.0
2015-03-28,45,0.0,,0.0,0.0
2015-03-29,0,0.0,,0.0,0.0
2015-03-30,34,0.0,,0.0,0.0
2015-03-31,33,0.0,,0.0,0.0
2015-04-01,34,0.0,False,0.0,0.0
2015-04-02,35,0.0,,0.0,0.0
2015-04-03,38,0.0,,0.0,0.0
2015-04-04,0,0.0,,0.0,0.0
2015-04-05,46,0.0,,0.0,0.0
2015-04-06,35,0.0,,0.0,0.0
2015-04-07,67,0.0,,0.0,0.0
2015-04-08,0,0.0,,0.0,0.0
2015-04-09,34,0.0,,0.0,0.0
2015-04-10,0,0.0,,0.0,0.0
2015-04-11,88,0.0,,0.0,0.0
2015-04-12,89,0.0,,0.0,0.0
2015-04-13,0,0.0,,0.0,0.0
2015-04-14,33,0.0,,0.0,0.0
2015-04-15,33,0.0,,0.0,0.0
2015-04-16,100,0.0,,0.0,0.0
2015-04-17,35,0.0,,0.0,0.0
2015-04-18,0,0.0,,0.0,0.0
2015-04-19,44,0.0,,0.0,0.0
2015-04-20,33,0.0,,0.0,0.0
2015-04-21,66,0.0,,0.0,0.0
2015-04-22,33,0.0,,0.0,0.0
2015-04-23,34,0.0,,0.0,0.0
2015-04-24,36,0.0,,0.0,0.0
2015-04-25,0,0.0,,0.0,0.0
2015-04-26,89,0.0,,0.0,0.0
2015-04-27,0,0.0,,0.0,0.0
2015-04-28,0,0.0,,0.0,0.0
2015-04-29,33,0.0,,0.0,0.0
2015-04-30,34,0.0,,0.0,0.0
2015-05-01,32,0.0,False,0.0,0.0
2015-05-02,41,0.0,,0.0,0.0
2015-05-03,81,0.0,,0.0,0.0
2015-05-04,0,0.0,,0.0,0.0
2015-05-05,61,0.0,,0.0,0.0
2015-05-06,32,0.0,,0.0,0.0
2015-05-07,0,0.0,,0.0,0.0
2015-05-08,0,0.0,,0.0,0.0
2015-05-09,0,0.0,,0.0,0.0
2015-05-10,43,0.0,,0.0,0.0
2015-05-11,64,0.0,,0.0,0.0
2015-05-12,0,0.0,,0.0,0.0
2015-05-13,0,0.0,,0.0,0.0
2015-05-14,0,0.0,,0.0,0.0
2015-05-15,0,0.0,,0.0,0.0
2015-05-16,42,0.0,,0.0,0.0
2015-05-17,42,0.0,,0.0,0.0
2015-05-18,0,0.0,,0.0,0.0
2015-05-19,0,0.0,,0.0,0.0
2015-05-20,32,0.0,,0.0,0.0
2015-05-21,100,0.0,,0.0,0.0
2015-05-22,0,0.0,,0.0,0.0
2015-05-23,0,0.0,,0.0,0.0
2015-05-24,90,0.0,,0.0,0.0
2015-05-25,41,0.0,,0.0,0.0
2015-05-26,32,0.0,,0.0,0.0
2015-05-27,0,0.0,,0.0,0.0
2015-05-28,32,0.0,,0.0,0.0
2015-05-29,34,0.0,,0.0,0.0
2015-05-30,0,0.0,,0.0,0.0
2015-05-31,0,0.0,,0.0,0.0
2015-06-01,0,0.0,False,0.0,0.0
2015-06-02,38,0.0,,0.0,0.0
2015-06-03,39,0.0,,0.0,0.0
2015-06-04,0,0.0,,0.0,0.0
2015-06-05,41,0.0,,0.0,0.0
2015-06-06,51,0.0,,0.0,0.0
2015-06-07,52,0.0,,0.0,0.0
2015-06-08,39,0.0,,0.0,0.0
2015-06-09,0,0.0,,0.0,0.0
2015-06-10,0,0.0,,0.0,0.0
2015-06-11,0,0.0,,0.0,0.0
2015-06-12,0,0.0,,0.0,0.0
2015-06-13,0,0.0,,0.0,0.0
2015-06-14,0,0.0,,0.0,0.0
2015-06-15,0,0.0,,0.0,0.0
2015-06-16,78,0.0,,0.0,0.0
2015-06-17,0,0.0,,0.0,0.0
2015-06-18,40,0.0,,0.0,0.0
2015-06-19,42,0.0,,0.0,0.0
2015-06-20,100,0.0,,0.0,0.0
2015-06-21,0,0.0,,0.0,0.0
2015-06-22,40,0.0,,0.0,0.0
2015-06-23,0,0.0,,0.0,0.0
2015-06-24,39,0.0,,0.0,0.0
2015-06-25,40,0.0,,0.0,0.0
2015-06-26,41,0.0,,0.0,0.0
2015-06-27,0,0.0,,0.0,0.0
2015-06-28,0,0.0,,0.0,0.0
2015-06-29,0,0.0,,0.0,0.0
2015-06-30,0,0.0,,0.0,0.0
2015-07-01,0,0.0,False,0.0,0.0
2015-07-02,38,0.0,,0.0,0.0
2015-07-03,0,0.0,,0.0,0.0
2015-07-04,50,0.0,,0.0,0.0
2015-07-05,0,0.0,,0.0,0.0
2015-07-06,0,0.0,,0.0,0.0
2015-07-07,0,0.0,,0.0,0.0
2015-07-08,0,0.0,,0.0,0.0
2015-07-09,0,0.0,,0.0,0.0
2015-07-10,76,0.0,,0.0,0.0
2015-07-11,93,0.0,,0.0,0.0
2015-07-12,0,0.0,,0.0,0.0
2015-07-13,73,0.0,,0.0,0.0
2015-07-14,36,0.0,,0.0,0.0
2015-07-15,0,0.0,,0.0,0.0
2015-07-16,37,0.0,,0.0,0.0
2015-07-17,77,0.0,,0.0,0.0
2015-07-18,0,0.0,,0.0,0.0
2015-07-19,100,0.0,,0.0,0.0
2015-07-20,38,0.0,,0.0,0.0
2015-07-21,37,0.0,,0.0,0.0
2015-07-22,36,0.0,,0.0,0.0
2015-07-23,74,0.0,,0.0,0.0
2015-07-24,76,0.0,,0.0,0.0
2015-07-25,46,0.0,,0.0,0.0
2015-07-26,0,0.0,,0.0,0.0
2015-07-27,35,0.0,,0.0,0.0
2015-07-28,0,0.0,,0.0,0.0
2015-07-29,72,0.0,,0.0,0.0
2015-07-30,37,0.0,,0.0,0.0
2015-07-31,0,0.0,,0.0,0.0
2015-08-01,44,0.0,False,0.0,0.0
2015-08-02,44,0.0,,0.0,0.0
2015-08-03,0,0.0,,0.0,0.0
2015-08-04,0,0.0,,0.0,0.0
2015-08-05,35,0.0,,0.0,0.0
2015-08-06,35,0.0,,0.0,0.0
2015-08-07,0,0.0,,0.0,0.0
2015-08-08,0,0.0,,0.0,0.0
2015-08-09,0,0.0,,0.0,0.0
2015-08-10,0,0.0,,0.0,0.0
2015-08-11,0,0.0,,0.0,0.0
2015-08-12,0,0.0,,0.0,0.0
2015-08-13,0,0.0,,0.0,0.0
2015-08-14,72,0.0,,0.0,0.0
2015-08-15,0,0.0,,0.0,0.0
2015-08-16,88,0.0,,0.0,0.0
2015-08-17,0,0.0,,0.0,0.0
2015-08-18,0,0.0,,0.0,0.0
2015-08-19,0,0.0,,0.0,0.0
2015-08-20,34,0.0,,0.0,0.0
2015-08-21,0,0.0,,0.0,0.0
2015-08-22,0,0.0,,0.0,0.0
2015-08-23,0,0.0,,0.0,0.0
2015-08-24,67,0.0,,0.0,0.0
2015-08-25,33,0.0,,0.0,0.0
2015-08-26,100,0.0,,0.0,0.0
2015-08-27,0,0.0,,0.0,0.0
2015-08-28,0,0.0,,0.0,0.0
2015-08-29,43,0.0,,0.0,0.0
2015-08-30,42,0.0,,0.0,0.0
2015-08-31,32,0.0,,0.0,0.0
2015-09-01,0,0.0,False,0.0,0.0
2015-09-02,0,0.0,,0.0,0.0
2015-09-03,26,0.0,,0.0,0.0
2015-09-04,0,0.0,,0.0,0.0
2015-09-05,0,0.0,,0.0,0.0
2015-09-06,0,0.0,,0.0,0.0
2015-09-07,0,0.0,,0.0,0.0
2015-09-08,26,0.0,,0.0,0.0
2015-09-09,25,0.0,,0.0,0.0
2015-09-10,26,0.0,,0.0,0.0
2015-09-11,26,0.0,,0.0,0.0
2015-09-12,0,0.0,,0.0,0.0
2015-09-13,0,0.0,,0.0,0.0
2015-09-14,26,0.0,,0.0,0.0
2015-09-15,25,0.0,,0.0,0.0
2015-09-16,26,0.0,,0.0,0.0
2015-09-17,25,0.0,,0.0,0.0
2015-09-18,0,0.0,,0.0,0.0
2015-09-19,0,0.0,,0.0,0.0
2015-09-20,33,0.0,,0.0,0.0
2015-09-21,100,0.0,,0.0,0.0
2015-09-22,50,0.0,,0.0,0.0
2015-09-23,0,0.0,,0.0,0.0
2015-09-24,26,0.0,,0.0,0.0
2015-09-25,0,0.0,,0.0,0.0
2015-09-26,0,0.0,,0.0,0.0
2015-09-27,33,0.0,,0.0,0.0
2015-09-28,0,0.0,,0.0,0.0
2015-09-29,0,0.0,,0.0,0.0
2015-09-30,25,0.0,,0.0,0.0
2015-10-01,0,0.0,False,0.0,0.0
2015-10-02,39,0.0,,0.0,0.0
2015-10-03,0,0.0,,0.0,0.0
2015-10-04,0,0.0,,0.0,0.0
2015-10-05,38,0.0,,0.0,0.0
2015-10-06,0,0.0,,0.0,0.0
2015-10-07,76,0.0,,0.0,0.0
2015-10-08,0,0.0,,0.0,0.0
2015-10-09,0,0.0,,0.0,0.0
2015-10-10,0,0.0,,0.0,0.0
2015-10-11,100,0.0,,0.0,0.0
2015-10-12,39,0.0,,0.0,0.0
2015-10-13,37,0.0,,0.0,0.0
2015-10-14,0,0.0,,0.0,0.0
2015-10-15,0,0.0,,0.0,0.0
2015-10-16,0,0.0,,0.0,0.0
2015-10-17,49,0.0,,0.0,0.0
2015-10-18,97,0.0,,0.0,0.0
2015-10-19,74,0.0,,0.0,0.0
2015-10-20,0,0.0,,0.0,0.0
2015-10-21,0,0.0,,0.0,0.0
2015-10-22,0,0.0,,0.0,0.0
2015-10-23,38,0.0,,0.0,0.0
2015-10-24,49,0.0,,0.0,0.0
2015-10-25,48,0.0,,0.0,0.0
2015-10-26,36,0.0,,0.0,0.0
2015-10-27,0,0.0,,0.0,0.0
2015-10-28,0,0.0,,0.0,0.0
2015-10-29,0,0.0,,0.0,0.0
2015-10-30,0,0.0,,0.0,0.0
2015-10-31,0,0.0,,0.0,0.0
2015-11-01,0,0.0,False,0.0,0.0
2015-11-02,0,0.0,,0.0,0.0
2015-11-03,66,0.0,,0.0,0.0
2015-11-04,0,0.0,,0.0,0.0
2015-11-05,34,0.0,,0.0,0.0
2015-11-06,34,0.0,,0.0,0.0
2015-11-07,0,0.0,,0.0,0.0
2015-11-08,0,0.0,,0.0,0.0
2015-11-09,0,0.0,,0.0,0.0
2015-11-10,33,0.0,,0.0,0.0
2015-11-11,35,0.0,,0.0,0.0
2015-11-12,35,0.0,,0.0,0.0
2015-11-13,36,0.0,,0.0,0.0
2015-11-14,0,0.0,,0.0,0.0
2015-11-15,43,0.0,,0.0,0.0
2015-11-16,100,0.0,,0.0,0.0
2015-11-17,0,0.0,,0.0,0.0
2015-11-18,0,0.0,,0.0,0.0
2015-11-19,0,0.0,,0.0,0.0
2015-11-20,0,0.0,,0.0,0.0
2015-11-21,44,0.0,,0.0,0.0
2015-11-22,0,0.0,,0.0,0.0
2015-11-23,35,0.0,,0.0,0.0
2015-11-24,35,0.0,,0.0,0.0
2015-11-25,76,0.0,,0.0,0.0
2015-11-26,45,0.0,,0.0,0.0
2015-11-27,84,0.0,,0.0,0.0
2015-11-28,43,0.0,,0.0,0.0
2015-11-29,86,0.0,,0.0,0.0
2015-11-30,0,0.0,,0.0,0.0
2015-12-01,24,0.0,False,0.0,0.0
2015-12-02,0,0.0,,0.0,0.0
2015-12-03,25,0.0,,0.0,0.0
2015-12-04,0,0.0,,0.0,0.0
2015-12-05,33,0.0,,0.0,0.0
2015-12-06,0,0.0,,0.0,0.0
2015-12-07,100,0.0,,0.0,0.0
2015-12-08,0,0.0,,0.0,0.0
2015-12-09,25,0.0,,0.0,0.0
2015-12-10,51,0.0,,0.0,0.0
2015-12-11,78,0.0,,0.0,0.0
2015-12-12,33,0.0,,0.0,0.0
2015-12-13,0,0.0,,0.0,0.0
2015-12-14,0,0.0,,0.0,0.0
2015-12-15,0,0.0,,0.0,0.0
2015-12-16,0,0.0,,0.0,0.0
2015-12-17,27,0.0,,0.0,0.0
2015-12-18,0,0.0,,0.0,0.0
2015-12-19,35,0.0,,0.0,0.0
2015-12-20,0,0.0,,0.0,0.0
2015-12-21,0,0.0,,0.0,0.0
2015-12-22,0,0.0,,0.0,0.0
2015-12-23,0,0.0,,0.0,0.0
2015-12-24,34,0.0,,0.0,0.0
2015-12-25,0,0.0,,0.0,0.0
2015-12-26,72,0.0,,0.0,0.0
2015-12-27,0,0.0,,0.0,0.0
2015-12-28,0,0.0,,0.0,0.0
2015-12-29,0,0.0,,0.0,0.0
2015-12-30,0,0.0,,0.0,0.0
2015-12-31,31,0.0,,0.0,0.0
2016-01-01,20,0.0,False,0.0,0.0
2016-01-02,0,0.0,,0.0,0.0
2016-01-03,0,0.0,,0.0,0.0
2016-01-04,29,0.0,,0.0,0.0
2016-01-05,0,0.0,,0.0,0.0
2016-01-06,14,0.0,,0.0,0.0
2016-01-07,29,0.0,,0.0,0.0
2016-01-08,15,0.0,,0.0,0.0
2016-01-09,17,0.0,,0.0,0.0
2016-01-10,31,0.0,,0.0,0.0
2016-01-11,0,0.0,,0.0,0.0
2016-01-12,0,0.0,,0.0,0.0
2016-01-13,28,0.0,,0.0,0.0
2016-01-14,13,0.0,,0.0,0.0
2016-01-15,14,0.0,,0.0,0.0
2016-01-16,17,0.0,,0.0,0.0
2016-01-17,0,0.0,,0.0,0.0
2016-01-18,29,0.0,,0.0,0.0
2016-01-19,14,0.0,,0.0,0.0
2016-01-20,0,0.0,,0.0,0.0
2016-01-21,14,0.0,,0.0,0.0
2016-01-22,0,0.0,,0.0,0.0
2016-01-23,33,0.0,,0.0,0.0
2016-01-24,0,0.0,,0.0,0.0
2016-01-25,28,0.0,,0.0,0.0
2016-01-26,0,0.0,,0.0,0.0
2016-01-27,28,0.0,,0.0,0.0
2016-01-28,0,0.0,,0.0,0.0
2016-01-29,14,0.0,,0.0,0.0
2016-01-30,17,0.0,,0.0,0.0
2016-01-31,100,0.0,,0.0,0.0
2016-02-01,0,0.0,False,0.0,0.0
2016-02-02,19,0.0,,0.0,0.0
2016-02-03,0,0.0,,0.0,0.0
2016-02-04,0,0.0,,0.0,0.0
2016-02-05,100,0.0,,0.0,0.0
2016-02-06,23,0.0,,0.0,0.0
2016-02-07,46,0.0,,0.0,0.0
2016-02-08,0,0.0,,0.0,0.0
2016-02-09,19,0.0,,0.0,0.0
2016-02-10,38,0.0,,0.0,0.0
2016-02-11,59,0.0,,0.0,0.0
2016-02-12,61,0.0,,0.0,0.0
