date,Bitcoin_unscaled,Bitcoin_monthly,isPartial,scale,Bitcoin
2010-05-01,0,0.0,False,0.0,0.0
2010-05-02,0,0.0,,0.0,0.0
2010-05-03,0,0.0,,0.0,0.0
2010-05-04,0,0.0,,0.0,0.0
2010-05-05,0,0.0,,0.0,0.0
2010-05-06,0,0.0,,0.0,0.0
2010-05-07,0,0.0,,0.0,0.0
2010-05-08,0,0.0,,0.0,0.0
2010-05-09,0,0.0,,0.0,0.0
2010-05-10,0,0.0,,0.0,0.0
2010-05-11,0,0.0,,0.0,0.0
2010-05-12,0,0.0,,0.0,0.0
2010-05-13,0,0.0,,0.0,0.0
2010-05-14,0,0.0,,0.0,0.0
2010-05-15,0,0.0,,0.0,0.0
2010-05-16,0,0.0,,0.0,0.0
2010-05-17,0,0.0,,0.0,0.0
2010-05-18,0,0.0,,0.0,0.0
2010-05-19,0,0.0,,0.0,0.0
2010-05-20,0,0.0,,0.0,0.0
2010-05-21,0,0.0,,0.0,0.0
2010-05-22,0,0.0,,0.0,0.0
2010-05-23,0,0.0,,0.0,0.0
2010-05-24,0,0.0,,0.0,0.0
2010-05-25,100,0.0,,0.0,0.0
2010-05-26,0,0.0,,0.0,0.0
2010-05-27,0,0.0,,0.0,0.0
2010-05-28,0,0.0,,0.0,0.0
2010-05-29,0,0.0,,0.0,0.0
2010-05-30,0,0.0,,0.0,0.0
2010-05-31,0,0.0,,0.0,0.0
2010-07-01,0,0.0,False,0.0,0.0
2010-07-02,0,0.0,,0.0,0.0
2010-07-03,0,0.0,,0.0,0.0
2010-07-04,0,0.0,,0.0,0.0
2010-07-05,0,0.0,,0.0,0.0
2010-07-06,0,0.0,,0.0,0.0
2010-07-07,0,0.0,,0.0,0.0
2010-07-08,0,0.0,,0.0,0.0
2010-07-09,0,0.0,,0.0,0.0
2010-07-10,0,0.0,,0.0,0.0
2010-07-11,49,0.0,,0.0,0.0
2010-07-12,0,0.0,,0.0,0.0
2010-07-13,67,0.0,,0.0,0.0
2010-07-14,0,0.0,,0.0,0.0
2010-07-15,35,0.0,,0.0,0.0
2010-07-16,0,0.0,,0.0,0.0
2010-07-17,0,0.0,,0.0,0.0
2010-07-18,100,0.0,,0.0,0.0
2010-07-19,0,0.0,,0.0,0.0
2010-07-20,0,0.0,,0.0,0.0
2010-07-21,0,0.0,,0.0,0.0
2010-07-22,0,0.0,,0.0,0.0
2010-07-23,0,0.0,,0.0,0.0
2010-07-24,0,0.0,,0.0,0.0
2010-07-25,49,0.0,,0.0,0.0
2010-07-26,0,0.0,,0.0,0.0
2010-07-27,0,0.0,,0.0,0.0
2010-07-28,0,0.0,,0.0,0.0
2010-07-29,0,0.0,,0.0,0.0
2010-07-30,0,0.0,,0.0,0.0
2010-07-31,0,0.0,,0.0,0.0
2010-08-01,0,0.0,False,0.0,0.0
2010-08-02,0,0.0,,0.0,0.0
2010-08-03,0,0.0,,0.0,0.0
2010-08-04,0,0.0,,0.0,0.0
2010-08-05,0,0.0,,0.0,0.0
2010-08-06,100,0.0,,0.0,0.0
2010-08-07,0,0.0,,0.0,0.0
2010-08-08,0,0.0,,0.0,0.0
2010-08-09,92,0.0,,0.0,0.0
2010-08-10,91,0.0,,0.0,0.0
2010-08-11,0,0.0,,0.0,0.0
2010-08-12,0,0.0,,0.0,0.0
2010-08-13,0,0.0,,0.0,0.0
2010-08-14,0,0.0,,0.0,0.0
2010-08-15,0,0.0,,0.0,0.0
2010-08-16,94,0.0,,0.0,0.0
2010-08-17,0,0.0,,0.0,0.0
