timestamp,views
2015-07-01,11695870
2015-07-02,11457833
2015-07-03,11269635
2015-07-04,11129328
2015-07-05,12275144
2015-07-06,11854532
2015-07-07,12203625
2015-07-08,13285033
2015-07-09,13498964
2015-07-10,13730933
2015-07-11,11563276
2015-07-12,12170105
2015-07-13,12453181
2015-07-14,12638068
2015-07-15,13081103
2015-07-16,13084109
2015-07-17,13946002
2015-07-18,12439019
2015-07-19,14442462
2015-07-20,13978242
2015-07-21,15204369
2015-07-22,16945066
2015-07-23,16080205
2015-07-24,13004757
2015-07-25,12678313
2015-07-26,13296953
2015-07-27,13260968
2015-07-28,13448527
2015-07-29,14864812
2015-07-30,13553149
2015-07-31,13242478
2015-08-01,13010592
2015-08-02,13011172
2015-08-03,12821216
2015-08-04,13280492
2015-08-05,13891329
2015-08-06,14036746
2015-08-07,12861075
2015-08-08,12265818
2015-08-09,12940036
2015-08-10,12546548
2015-08-11,12508209
2015-08-12,13968355
2015-08-13,14425376
2015-08-14,16278154
2015-08-15,14953771
2015-08-16,14541519
2015-08-17,15998239
2015-08-18,14945561
2015-08-19,13346912
2015-08-20,12809862
2015-08-21,12858886
2015-08-22,13195873
2015-08-23,13325401
2015-08-24,12873179
2015-08-25,13363016
2015-08-26,13344546
2015-08-27,12814086
2015-08-28,12822027
2015-08-29,12650081
2015-08-30,12910884
2015-08-31,12401230
2015-09-01,11633133
2015-09-02,12275220
2015-09-03,12985794
2015-09-04,12546709
2015-09-05,12698007
2015-09-06,12830395
2015-09-07,12438691
2015-09-08,12510692
2015-09-09,11998534
2015-09-10,11825041
2015-09-11,11563425
2015-09-12,11795363
2015-09-13,12204795
2015-09-14,11694362
2015-09-15,12034306
2015-09-16,12103210
2015-09-17,11859905
2015-09-18,11541548
2015-09-19,11798033
2015-09-20,12522626
2015-09-21,12494673
2015-09-22,12561910
2015-09-23,12603444
2015-09-24,12466342
2015-09-25,12042118
2015-09-26,12527457
2015-09-27,12994287
2015-09-28,14377232
2015-09-29,13317220
2015-09-30,12475689
2015-10-01,12771791
2015-10-02,12220378
2015-10-03,12302539
2015-10-04,12883538
2015-10-05,12381244
2015-10-06,12009448
2015-10-07,11866898
2015-10-08,11368958
2015-10-09,11971880
2015-10-10,12288805
2015-10-11,12322709
2015-10-12,11559648
2015-10-13,12029608
2015-10-14,12334757
2015-10-15,12431328
2015-10-16,12116588
2015-10-17,12373672
2015-10-18,13299643
2015-10-19,12729595
2015-10-20,12316254
2015-10-21,12711353
2015-10-22,12168412
2015-10-23,11948879
2015-10-24,12450807
2015-10-25,13137712
2015-10-26,12304849
2015-10-27,12713209
2015-10-28,12397662
2015-10-29,12401888
2015-10-30,11965943
2015-10-31,12198348
2015-11-01,13471564
2015-11-02,13119618
2015-11-03,12742844
2015-11-04,13046898
2015-11-05,12437074
2015-11-06,12061776
2015-11-07,13335435
2015-11-08,13895854
2015-11-09,13239402
2015-11-10,12614366
2015-11-11,12374920
2015-11-12,12286194
2015-11-13,12000145
2015-11-14,12334100
2015-11-15,13614917
2015-11-16,13493761
2015-11-17,12849457
2015-11-18,12899458
2015-11-19,13005927
2015-11-20,12411135
2015-11-21,13360748
2015-11-22,14661247
2015-11-23,14606696
2015-11-24,15088134
2015-11-25,14139662
2015-11-26,13143472
2015-11-27,13747081
2015-11-28,13825552
2015-11-29,13883418
2015-11-30,12976144
2015-12-01,12765222
2015-12-02,12918378
2015-12-03,12559641
2015-12-04,11716216
2015-12-05,12685722
2015-12-06,14529653
2015-12-07,13214452
2015-12-08,12389825
2015-12-09,12437496
2015-12-10,12657259
2015-12-11,12513090
2015-12-12,15312923
2015-12-13,13760890
2015-12-14,12825826
2015-12-15,12446289
2015-12-16,12662744
2015-12-17,12719717
2015-12-18,11623201
2015-12-19,11676481
2015-12-20,12531332
2015-12-21,12167455
2015-12-22,12171807
2015-12-23,12295488
2015-12-24,11875016
2015-12-25,12030416
2015-12-26,12963301
2015-12-27,14751515
2015-12-28,13669849
2015-12-29,12748378
2015-12-30,12776294
2015-12-31,11640542
2016-01-01,13188305
2016-01-02,13504246
2016-01-03,14930171
2016-01-04,13612071
2016-01-05,13500843
2016-01-06,13220492
2016-01-07,13186548
2016-01-08,13208474
2016-01-09,14746232
2016-01-10,16584380
2016-01-11,15123203
2016-01-12,14718242
2016-01-13,14508262
2016-01-14,15113402
2016-01-15,15238180
2016-01-16,16798041
2016-01-17,15678699
2016-01-18,14335935
2016-01-19,13908369
2016-01-20,13637960
2016-01-21,13909337
2016-01-22,13556897
2016-01-23,13242418
2016-01-24,13333758
2016-01-25,13959207
2016-01-26,14746448
2016-01-27,13474238
2016-01-28,13880066
2016-01-29,14050151
2016-01-30,13868729
2016-01-31,13702370
2016-02-01,13817000
2016-02-02,13520297
2016-02-03,13665999
2016-02-04,12479885
2016-02-05,12487922
2016-02-06,11683516
2016-02-07,10312116
2016-02-08,11657716
2016-02-09,11906329
2016-02-10,12567332
2016-02-11,13565912
2016-02-12,13921113
2016-02-13,14643869
2016-02-14,14421708
2016-02-15,13390892
2016-02-16,13992545
2016-02-17,14341640
2016-02-18,14199441
2016-02-19,13959655
2016-02-20,14391637
2016-02-21,14993253
2016-02-22,14588669
2016-02-23,14660522
2016-02-24,14114493
2016-02-25,14374057
2016-02-26,13888415
2016-02-27,14493189
2016-02-28,15789293
2016-02-29,16404584
2016-03-01,14576391
2016-03-02,14463206
2016-03-03,14293709
2016-03-04,15077578
2016-03-05,15425033
2016-03-06,16936947
2016-03-07,15092869
2016-03-08,14022912
2016-03-09,14356788
2016-03-10,13038297
2016-03-11,12866382
2016-03-12,14898651
2016-03-13,15590567
2016-03-14,15077851
2016-03-15,14946005
2016-03-16,14189596
2016-03-17,14153463
2016-03-18,15203484
2016-03-19,15529223
2016-03-20,15509055
2016-03-21,14534571
2016-03-22,14379942
2016-03-23,14138698
2016-03-24,14598267
2016-03-25,15607425
2016-03-26,15476784
2016-03-27,16212464
2016-03-28,15579127
2016-03-29,15899956
2016-03-30,14960540
2016-03-31,15142411
2016-04-01,15627125
2016-04-02,16537805
2016-04-03,16571073
2016-04-04,17240701
2016-04-05,17437616
2016-04-06,16201551
2016-04-07,17741607
2016-04-08,15503035
2016-04-09,17896451
2016-04-10,17878637
2016-04-11,18808546
2016-04-12,17008043
2016-04-13,16808193
2016-04-14,17099352
2016-04-15,15907683
2016-04-16,16229516
2016-04-17,16761581
2016-04-18,16737817
2016-04-19,16138356
2016-04-20,16610575
2016-04-21,15586883
2016-04-22,14888106
2016-04-23,16130150
2016-04-24,16301641
2016-04-25,16311284
2016-04-26,15241642
2016-04-27,15161023
2016-04-28,14932174
2016-04-29,14030163
2016-04-30,14259259
2016-05-01,15216432
2016-05-02,15766102
2016-05-03,15090042
2016-05-04,14202494
2016-05-05,14740447
2016-05-06,14466472
2016-05-07,14599623
2016-05-08,16470945
2016-05-09,15047272
2016-05-10,15310891
2016-05-11,14758238
2016-05-12,13934465
2016-05-13,14186395
2016-05-14,14480266
2016-05-15,15442230
2016-05-16,16292740
2016-05-17,15627168
2016-05-18,14990612
2016-05-19,15324761
2016-05-20,15855338
2016-05-21,16353231
2016-05-22,16672844
2016-05-23,15993177
2016-05-24,15175028
2016-05-25,15677560
2016-05-26,15094952
2016-05-27,14746788
2016-05-28,15493361
2016-05-29,15575818
2016-05-30,15218527
2016-05-31,15261276
2016-06-01,15157229
2016-06-02,14713356
2016-06-03,14372799
2016-06-04,14748830
2016-06-05,15333995
2016-06-06,15105179
2016-06-07,14381522
2016-06-08,14506441
2016-06-09,15053901
2016-06-10,15599910
2016-06-11,15141475
2016-06-12,16162071
2016-06-13,15626231
2016-06-14,15489524
2016-06-15,16060287
2016-06-16,15911139
2016-06-17,15190236
2016-06-18,14293681
2016-06-19,15172559
2016-06-20,15923079
2016-06-21,16558538
2016-06-22,14451253
2016-06-23,14654453
2016-06-24,14843018
2016-06-25,15943089
2016-06-26,15016520
2016-06-27,14327539
2016-06-28,15568496
2016-06-29,14982763
2016-06-30,14941923
2016-07-01,14272574
2016-07-02,13843084
2016-07-03,14520324
2016-07-04,15666602
2016-07-05,18126613
2016-07-06,16852019
2016-07-07,15927881
2016-07-08,16541726
2016-07-09,14869204
2016-07-10,16392716
2016-07-11,15112843
2016-07-12,15405076
2016-07-13,14586808
2016-07-14,14555102
2016-07-15,14846281
2016-07-16,14958931
2016-07-17,14770865
2016-07-18,15167889
2016-07-19,14466130
2016-07-20,15339467
2016-07-21,15471507
2016-07-22,14940449
2016-07-23,14110836
2016-07-24,15283103
2016-07-25,15074059
2016-07-26,15453213
2016-07-27,15364020
2016-07-28,15773564
2016-07-29,14746160
2016-07-30,14338210
2016-07-31,16196006
2016-08-01,15354357
2016-08-02,13985406
2016-08-03,14251631
2016-08-04,14310130
2016-08-05,15026171
2016-08-06,13892963
2016-08-07,14008697
2016-08-08,14849234
2016-08-09,14818967
2016-08-10,16483866
2016-08-11,15484865
2016-08-12,17435172
2016-08-13,15829519
2016-08-14,15573070
2016-08-15,16302278
2016-08-16,14390436
2016-08-17,14465947
2016-08-18,15502084
2016-08-19,15843329
2016-08-20,14175504
2016-08-21,15329058
2016-08-22,14492632
2016-08-23,14118692
2016-08-24,14873383
2016-08-25,14991271
2016-08-26,14735040
2016-08-27,15453392
2016-08-28,16468448
2016-08-29,14638932
2016-08-30,14352897
2016-08-31,15052047
2016-09-01,14877133
2016-09-02,13861915
2016-09-03,14392399
2016-09-04,15307000
2016-09-05,16688938
2016-09-06,16211835
2016-09-07,16151333
2016-09-08,14984231
2016-09-09,14635248
2016-09-10,15323568
2016-09-11,15857628
2016-09-12,14190456
2016-09-13,14556836
2016-09-14,14786037
2016-09-15,14746388
2016-09-16,15455208
2016-09-17,16171363
2016-09-18,16260730
2016-09-19,15701946
2016-09-20,15522741
2016-09-21,14623925
2016-09-22,14552701
2016-09-23,14792937
2016-09-24,14883891
2016-09-25,16157085
2016-09-26,15608171
2016-09-27,15594744
2016-09-28,15914413
2016-09-29,14028092
2016-09-30,14639176
2016-10-01,15152316
2016-10-02,15445010
2016-10-03,14504999
2016-10-04,14527302
2016-10-05,14738695
2016-10-06,13848305
2016-10-07,14167139
2016-10-08,16110248
2016-10-09,17138790
2016-10-10,17091160
2016-10-11,15110899
2016-10-12,15028204
2016-10-13,15504462
2016-10-14,15132123
2016-10-15,16551148
2016-10-16,16957762
2016-10-17,15979883
2016-10-18,15578510
2016-10-19,15234051
2016-10-20,14823533
2016-10-21,15705727
2016-10-22,15773459
2016-10-23,16558553
2016-10-24,15474341
2016-10-25,15654151
2016-10-26,15859542
2016-10-27,15021082
2016-10-28,14965665
2016-10-29,15299028
2016-10-30,16218303
2016-10-31,16090475
2016-11-01,14890178
2016-11-02,14760866
2016-11-03,15240759
2016-11-04,15456038
2016-11-05,15948306
2016-11-06,16645971
2016-11-07,15862700
2016-11-08,15540399
2016-11-09,16058790
2016-11-10,15043225
2016-11-11,14198154
2016-11-12,15150450
2016-11-13,16247543
2016-11-14,15665827
2016-11-15,16194019
2016-11-16,17438308
2016-11-17,16605354
2016-11-18,14998968
2016-11-19,15904266
2016-11-20,16835063
2016-11-21,16240418
2016-11-22,16492793
2016-11-23,15816085
2016-11-24,15263221
2016-11-25,14773848
2016-11-26,16719235
2016-11-27,16948099
2016-11-28,16129008
2016-11-29,15736753
2016-11-30,15441334
2016-12-01,15266343
2016-12-02,15244470
2016-12-03,15934786
2016-12-04,17556368
2016-12-05,16666008
2016-12-06,16617969
2016-12-07,17070327
2016-12-08,16299377
2016-12-09,16084187
2016-12-10,17818678
2016-12-11,16918191
2016-12-12,17172406
2016-12-13,17733405
2016-12-14,15713408
2016-12-15,15103284
2016-12-16,15780586
2016-12-17,15744951
2016-12-18,16831832
2016-12-19,17181372
2016-12-20,17706262
2016-12-21,20281411
2016-12-22,20337209
2016-12-23,18970779
2016-12-24,18668199
2016-12-25,19503166
2016-12-26,18146783
2016-12-27,20572504
2016-12-28,21611224
2016-12-29,21235868
2016-12-30,20764862
2016-12-31,20218280
2017-01-01,22092617
2017-01-02,23321081
2017-01-03,22041161
2017-01-04,21608335
2017-01-05,21296838
2017-01-06,20108030
2017-01-07,21154370
2017-01-08,22418518
2017-01-09,20769295
2017-01-10,19899049
2017-01-11,17495917
2017-01-12,15899396
2017-01-13,17398601
2017-01-14,17042154
2017-01-15,17438335
2017-01-16,16945963
2017-01-17,17548654
2017-01-18,17479955
2017-01-19,17991888
2017-01-20,19380090
2017-01-21,20928009
2017-01-22,21519675
2017-01-23,21016880
2017-01-24,19570002
2017-01-25,18906570
2017-01-26,15145252
2017-01-27,12271501
2017-01-28,12807953
2017-01-29,13993868
2017-01-30,15797489
2017-01-31,16226950
2017-02-01,16478557
2017-02-02,16273277
2017-02-03,16530107
2017-02-04,17197073
2017-02-05,17300256
2017-02-06,17712226
2017-02-07,19055274
2017-02-08,17772311
2017-02-09,17931955
2017-02-10,16079846
2017-02-11,16628239
2017-02-12,17141459
2017-02-13,15979362
2017-02-14,16109705
2017-02-15,16600063
2017-02-16,17158842
2017-02-17,16959016
2017-02-18,17071336
2017-02-19,18302680
2017-02-20,16803565
2017-02-21,16858903
2017-02-22,16837330
2017-02-23,16737202
2017-02-24,16764936
2017-02-25,16759234
2017-02-26,17442588
2017-02-27,18819928
2017-02-28,17558299
2017-03-01,17343939
2017-03-02,19090579
2017-03-03,15944068
2017-03-04,16753059
2017-03-05,17255092
2017-03-06,16440937
2017-03-07,18034196
2017-03-08,17159560
2017-03-09,16022374
2017-03-10,16216861
2017-03-11,16541875
2017-03-12,17379579
2017-03-13,16989276
2017-03-14,17490439
2017-03-15,18044725
2017-03-16,20884286
2017-03-17,20115318
2017-03-18,21609740
2017-03-19,22455973
2017-03-20,20575005
2017-03-21,19982866
2017-03-22,18893097
2017-03-23,19606726
2017-03-24,17816745
2017-03-25,18879736
2017-03-26,18320865
2017-03-27,16592787
2017-03-28,17331751
2017-03-29,18410382
2017-03-30,18536255
2017-03-31,17850418
2017-04-01,17152879
2017-04-02,17250155
2017-04-03,17934464
2017-04-04,18235016
2017-04-05,16708671
2017-04-06,18137940
2017-04-07,16894140
2017-04-08,16951828
2017-04-09,18724188
2017-04-10,18731920
2017-04-11,20596463
2017-04-12,24274958
2017-04-13,18530073
2017-04-14,16472685
2017-04-15,17647131
2017-04-16,18301478
2017-04-17,18890557
2017-04-18,16508383
2017-04-19,16246798
2017-04-20,16067726
2017-04-21,16654794
2017-04-22,17297864
2017-04-23,17189807
2017-04-24,16727525
2017-04-25,16488451
2017-04-26,17362500
2017-04-27,18000627
2017-04-28,15686748
2017-04-29,16889187
2017-04-30,18337988
2017-05-01,17962329
2017-05-02,16155304
2017-05-03,17954475
2017-05-04,16540274
2017-05-05,17167394
2017-05-06,17213321
2017-05-07,17818525
2017-05-08,17666129
2017-05-09,17228021
2017-05-10,16707177
2017-05-11,17418927
2017-05-12,16739143
2017-05-13,17019735
2017-05-14,16914428
2017-05-15,18117489
2017-05-16,18581823
2017-05-17,17480913
2017-05-18,18238175
2017-05-19,17955927
2017-05-20,17928777
2017-05-21,17929480
2017-05-22,17155714
2017-05-23,17256350
2017-05-24,16962533
2017-05-25,16671823
2017-05-26,15628607
2017-05-27,16254649
2017-05-28,16500608
2017-05-29,16975634
2017-05-30,18037834
2017-05-31,17747374
2017-06-01,16175544
2017-06-02,16267076
2017-06-03,17017359
2017-06-04,17751514
2017-06-05,16633537
2017-06-06,16847872
2017-06-07,16531392
2017-06-08,16293009
2017-06-09,15833952
2017-06-10,17657912
2017-06-11,17582186
2017-06-12,17741405
2017-06-13,17754515
2017-06-14,17096880
2017-06-15,16730463
2017-06-16,16323235
2017-06-17,17131919
2017-06-18,18529013
2017-06-19,17331757
2017-06-20,17705010
2017-06-21,19323476
2017-06-22,17292135
2017-06-23,17170636
2017-06-24,17008034
2017-06-25,16777713
2017-06-26,16785734
2017-06-27,17174824
2017-06-28,16685831
2017-06-29,16165173
2017-06-30,15833214
2017-07-01,15418034
2017-07-02,16186506
2017-07-03,16359091
2017-07-04,16971637
2017-07-05,17562249
2017-07-06,17181436
2017-07-07,18031152
2017-07-08,16947781
2017-07-09,17033579
2017-07-10,17315135
2017-07-11,17113800
2017-07-12,17069643
2017-07-13,17678882
2017-07-14,18072402
2017-07-15,16856599
2017-07-16,17174847
2017-07-17,16960350
2017-07-18,16623854
2017-07-19,16241652
2017-07-20,16045914
2017-07-21,15945709
2017-07-22,15777607
2017-07-23,17080232
2017-07-24,18393621
2017-07-25,18942975
2017-07-26,17239298
2017-07-27,18191716
2017-07-28,17936016
2017-07-29,17386109
2017-07-30,17397163
2017-07-31,16743122
2017-08-01,16716298
2017-08-02,18274003
2017-08-03,19153978
2017-08-04,17870811
2017-08-05,17806578
2017-08-06,17890449
2017-08-07,19627867
2017-08-08,19069648
2017-08-09,18999454
2017-08-10,18910849
2017-08-11,19004746
2017-08-12,18212010
2017-08-13,18088497
2017-08-14,19177413
2017-08-15,18545788
2017-08-16,18315429
2017-08-17,18454706
2017-08-18,18698113
2017-08-19,18210069
2017-08-20,18189623
2017-08-21,18501356
2017-08-22,18272112
2017-08-23,18618118
2017-08-24,18576605
2017-08-25,18076795
2017-08-26,17255710
2017-08-27,18157925
2017-08-28,18009978
2017-08-29,17546245
2017-08-30,17033496
2017-08-31,17262210
2017-09-01,16627326
2017-09-02,17345619
2017-09-03,17829793
2017-09-04,15688074
2017-09-05,16108156
2017-09-06,17404140
2017-09-07,17706498
2017-09-08,17689442
2017-09-09,17526896
2017-09-10,17638784
2017-09-11,17916050
2017-09-12,17516087
2017-09-13,17144755
2017-09-14,18185115
2017-09-15,16569324
2017-09-16,15657194
2017-09-17,15725295
2017-09-18,15963686
2017-09-19,17287958
2017-09-20,16647894
2017-09-21,16290017
2017-09-22,16247483
2017-09-23,16720758
2017-09-24,16212173
2017-09-25,16553160
2017-09-26,16810903
2017-09-27,16708480
2017-09-28,16253667
2017-09-29,15720228
2017-09-30,15955459
2017-10-01,16598866
2017-10-02,15830657
2017-10-03,14848668
2017-10-04,15641336
2017-10-05,14853137
2017-10-06,14804711
2017-10-07,14203827
2017-10-08,15580650
2017-10-09,16164348
2017-10-10,16577712
2017-10-11,15071687
2017-10-12,15195171
2017-10-13,15045981
2017-10-14,16080527
2017-10-15,17016483
2017-10-16,15760070
2017-10-17,15415511
2017-10-18,15295351
2017-10-19,15545296
2017-10-20,15191056
2017-10-21,15499561
2017-10-22,15980056
2017-10-23,15988922
2017-10-24,15780120
2017-10-25,16505516
2017-10-26,14993480
2017-10-27,15112157
2017-10-28,16035389
2017-10-29,16793988
2017-10-30,16353304
2017-10-31,15644974
2017-11-01,15762627
2017-11-02,15495711
2017-11-03,15267166
2017-11-04,16077969
2017-11-05,17276156
2017-11-06,16543662
2017-11-07,16147293
2017-11-08,15682741
2017-11-09,15198337
2017-11-10,14496423
2017-11-11,14953368
2017-11-12,15964545
2017-11-13,16177216
2017-11-14,15922566
2017-11-15,15239001
2017-11-16,15315045
2017-11-17,13651885
2017-11-18,15259821
2017-11-19,16023834
2017-11-20,15552847
2017-11-21,15158372
2017-11-22,15092602
2017-11-23,14869919
2017-11-24,14699308
2017-11-25,16210926
2017-11-26,16606508
2017-11-27,16737828
2017-11-28,16714259
2017-11-29,16501241
2017-11-30,15790504
2017-12-01,15564230
2017-12-02,15766560
2017-12-03,16500559
2017-12-04,16416396
2017-12-05,16104170
2017-12-06,18111090
2017-12-07,16798801
2017-12-08,15330184
2017-12-09,14584561
2017-12-10,15507195
2017-12-11,14744258
2017-12-12,14956986
2017-12-13,14768939
2017-12-14,15387222
2017-12-15,14332774
2017-12-16,13896383
2017-12-17,14641250
2017-12-18,15164427
2017-12-19,14456208
2017-12-20,13823169
2017-12-21,13996391
2017-12-22,13772942
2017-12-23,13759095
2017-12-24,14062209
2017-12-25,14370953
2017-12-26,14611189
2017-12-27,14482424
2017-12-28,14333983
2017-12-29,13914838
2017-12-30,14548946
2017-12-31,13832138
2018-01-01,15125797
2018-01-02,14665885
2018-01-03,14803919
2018-01-04,15390481
2018-01-05,14951388
2018-01-06,16383472
2018-01-07,16960340
2018-01-08,16415006
2018-01-09,16871475
2018-01-10,15267576
2018-01-11,14611692
2018-01-12,13956557
2018-01-13,14678380
2018-01-14,14670255
2018-01-15,14803406
2018-01-16,14473942
2018-01-17,14364413
2018-01-18,14540821
2018-01-19,14422491
2018-01-20,14716072
2018-01-21,15255127
2018-01-22,15143808
2018-01-23,14334073
2018-01-24,14216248
2018-01-25,15223944
2018-01-26,14583856
2018-01-27,14115612
2018-01-28,15230407
2018-01-29,15224019
2018-01-30,14612113
2018-01-31,14196888
2018-02-01,14025504
2018-02-02,13880000
2018-02-03,14461069
2018-02-04,14023624
2018-02-05,14720524
2018-02-06,14830500
2018-02-07,14943519
2018-02-08,14671819
2018-02-09,13988456
2018-02-10,14201897
2018-02-11,15040797
2018-02-12,14651984
2018-02-13,13730875
2018-02-14,13191914
2018-02-15,12455041
2018-02-16,13564044
2018-02-17,13191551
2018-02-18,14364979
2018-02-19,15418776
2018-02-20,16049837
2018-02-21,15515592
2018-02-22,16527042
2018-02-23,15268953
2018-02-24,15925833
2018-02-25,17749149
2018-02-26,17761016
2018-02-27,18183502
2018-02-28,17561160
2018-03-01,15434107
2018-03-02,16262225
2018-03-03,16171186
2018-03-04,16893063
2018-03-05,16408702
2018-03-06,15358245
2018-03-07,15894479
2018-03-08,16773524
2018-03-09,15670665
2018-03-10,15672055
2018-03-11,16121581
2018-03-12,16394010
2018-03-13,17417632
2018-03-14,16908236
2018-03-15,15811733
2018-03-16,15459320
2018-03-17,17217594
2018-03-18,17001861
2018-03-19,16275802
2018-03-20,15244103
2018-03-21,16604390
2018-03-22,16163140
2018-03-23,15045259
2018-03-24,15471117
2018-03-25,16105652
2018-03-26,16655026
2018-03-27,16914300
2018-03-28,15842129
2018-03-29,15609844
2018-03-30,14663075
2018-03-31,14757957
2018-04-01,15698292
2018-04-02,15411478
2018-04-03,17526473
2018-04-04,16854511
2018-04-05,16113168
2018-04-06,15673927
2018-04-07,15500402
2018-04-08,16731373
2018-04-09,16344039
2018-04-10,15980023
2018-04-11,15840838
2018-04-12,16887277
2018-04-13,15556345
2018-04-14,15797970
2018-04-15,16613526
2018-04-16,15453027
2018-04-17,15091149
2018-04-18,15431209
2018-04-19,15763034
2018-04-20,15257748
2018-04-21,15642547
2018-04-22,16954867
2018-04-23,16813154
2018-04-24,17272548
2018-04-25,16677109
2018-04-26,15673783
2018-04-27,14645915
2018-04-28,15868990
2018-04-29,16484590
2018-04-30,15711992
2018-05-01,15963112
2018-05-02,15369205
2018-05-03,15130001
2018-05-04,15677583
2018-05-05,16710667
2018-05-06,16738695
2018-05-07,15722073
2018-05-08,15666657
2018-05-09,14929331
2018-05-10,15409834
2018-05-11,16209840
2018-05-12,16672235
2018-05-13,16709327
2018-05-14,15618640
2018-05-15,15731432
2018-05-16,15339121
2018-05-17,15664266
2018-05-18,15455931
2018-05-19,15729487
2018-05-20,16208932
2018-05-21,15885928
2018-05-22,16360750
2018-05-23,15831612
2018-05-24,14873956
2018-05-25,14743723
2018-05-26,15268678
2018-05-27,15947228
2018-05-28,16145816
2018-05-29,16880419
2018-05-30,15618360
2018-05-31,15003847
2018-06-01,15003273
2018-06-02,15724497
2018-06-03,15781849
2018-06-04,15478276
2018-06-05,16140578
2018-06-06,15554769
2018-06-07,15389085
2018-06-08,15550649
2018-06-09,15360277
2018-06-10,15653616
2018-06-11,15953792
2018-06-12,16003014
2018-06-13,15398763
2018-06-14,15626007
2018-06-15,18250436
2018-06-16,18805399
2018-06-17,17900847
2018-06-18,16793649
2018-06-19,15934155
2018-06-20,14894486
2018-06-21,15201123
2018-06-22,15549596
2018-06-23,17851136
2018-06-24,16397058
2018-06-25,16211151
2018-06-26,17148183
2018-06-27,16458440
2018-06-28,15829050
2018-06-29,15220930
2018-06-30,15727632
2018-07-01,16003451
2018-07-02,18764551
2018-07-03,29157201
2018-07-04,24753104
2018-07-05,16845577
2018-07-06,17249017
2018-07-07,17560447
2018-07-08,16793827
2018-07-09,16631511
2018-07-10,16905518
2018-07-11,22759562
2018-07-12,21072312
2018-07-13,18828839
2018-07-14,19424354
2018-07-15,17979259
2018-07-16,24354638
2018-07-17,17951076
2018-07-18,17629911
2018-07-19,19014047
2018-07-20,17126211
2018-07-21,16524953
2018-07-22,16490791
2018-07-23,19241498
2018-07-24,18281979
2018-07-25,18790633
2018-07-26,17270698
2018-07-27,17373793
2018-07-28,16886338
2018-07-29,16663434
2018-07-30,17897642
2018-07-31,20675652
2018-08-01,21182475
2018-08-02,22840586
2018-08-03,20578562
2018-08-04,16756028
2018-08-05,16361442
2018-08-06,18078847
2018-08-07,18748305
2018-08-08,18220024
2018-08-09,18452828
2018-08-10,18195777
2018-08-11,17368147
2018-08-12,16833079
2018-08-13,18653807
2018-08-14,18282737
2018-08-15,18427068
2018-08-16,17843379
2018-08-17,17841859
2018-08-18,17625767
2018-08-19,17472712
2018-08-20,17019582
2018-08-21,18057552
2018-08-22,19045189
2018-08-23,16929307
2018-08-24,17770090
2018-08-25,16348031
2018-08-26,16792431
2018-08-27,18122395
2018-08-28,17342251
2018-08-29,17983808
2018-08-30,18662193
2018-08-31,16741143
2018-09-01,15787143
2018-09-02,16162616
2018-09-03,17422961
2018-09-04,17756495
2018-09-05,18125733
2018-09-06,17922679
2018-09-07,16558644
2018-09-08,15884862
2018-09-09,16451849
2018-09-10,16775642
2018-09-11,15160249
2018-09-12,15370726
2018-09-13,14775935
2018-09-14,14879819
2018-09-15,16754972
2018-09-16,18208839
2018-09-17,17265854
2018-09-18,17341325
2018-09-19,15490212
2018-09-20,15497848
2018-09-21,16384892
2018-09-22,17159268
2018-09-23,18061327
2018-09-24,18051271
2018-09-25,17016476
2018-09-26,16826341
2018-09-27,17904087
2018-09-28,16458580
2018-09-29,16696915
2018-09-30,17430395
2018-10-01,17163385
2018-10-02,16796780
2018-10-03,15779371
2018-10-04,17372943
2018-10-05,17445464
2018-10-06,18230991
2018-10-07,18639048
2018-10-08,18680977
2018-10-09,18249477
2018-10-10,18116007
2018-10-11,17887882
2018-10-12,16125399
2018-10-13,17709439
2018-10-14,18628383
2018-10-15,18385761
2018-10-16,17006422
2018-10-17,17697722
2018-10-18,17619676
2018-10-19,16766829
2018-10-20,16825767
2018-10-21,17368304
2018-10-22,17455225
2018-10-23,18590634
2018-10-24,17017709
2018-10-25,17580108
2018-10-26,17373286
2018-10-27,17837584
2018-10-28,18247456
2018-10-29,17585346
2018-10-30,17858916
2018-10-31,17945481
2018-11-01,16538140
2018-11-02,17116527
2018-11-03,17397188
2018-11-04,19496003
2018-11-05,18453557
2018-11-06,17558327
2018-11-07,17038551
2018-11-08,16750163
2018-11-09,16549259
2018-11-10,16735480
2018-11-11,17212932
2018-11-12,17329550
2018-11-13,17084666
2018-11-14,15940931
2018-11-15,16174496
2018-11-16,16158995
2018-11-17,17136055
2018-11-18,17141373
2018-11-19,17063341
2018-11-20,18450434
2018-11-21,17987956
