date,bitcoin buy_unscaled,bitcoin buy_monthly,isPartial,scale,bitcoin buy
2011-06-29,0,1.0,,0.01,0.0
2011-06-30,0,1.0,,0.01,0.0
2011-07-01,0,0.0,False,0.0,0.0
2011-07-02,0,0.0,,0.0,0.0
2011-07-03,0,0.0,,0.0,0.0
2011-07-04,0,0.0,,0.0,0.0
2011-07-05,0,0.0,,0.0,0.0
2011-07-06,0,0.0,,0.0,0.0
2011-07-07,0,0.0,,0.0,0.0
2011-07-08,0,0.0,,0.0,0.0
2011-07-09,0,0.0,,0.0,0.0
2011-07-10,0,0.0,,0.0,0.0
2011-07-11,0,0.0,,0.0,0.0
2011-07-12,77,0.0,,0.0,0.0
2011-07-13,78,0.0,,0.0,0.0
2011-07-14,79,0.0,,0.0,0.0
2011-07-15,0,0.0,,0.0,0.0
2011-07-16,0,0.0,,0.0,0.0
2011-07-17,0,0.0,,0.0,0.0
2011-07-18,77,0.0,,0.0,0.0
2011-07-19,0,0.0,,0.0,0.0
2011-07-20,0,0.0,,0.0,0.0
2011-07-21,0,0.0,,0.0,0.0
2011-07-22,0,0.0,,0.0,0.0
2011-07-23,0,0.0,,0.0,0.0
2011-07-24,0,0.0,,0.0,0.0
2011-07-25,76,0.0,,0.0,0.0
2011-07-26,0,0.0,,0.0,0.0
2011-07-27,0,0.0,,0.0,0.0
2011-07-28,0,0.0,,0.0,0.0
2011-07-29,0,0.0,,0.0,0.0
2011-07-30,100,0.0,,0.0,0.0
2011-07-31,0,0.0,,0.0,0.0
2011-08-01,0,0.0,False,0.0,0.0
2011-08-02,0,0.0,,0.0,0.0
2011-08-03,0,0.0,,0.0,0.0
2011-08-04,0,0.0,,0.0,0.0
2011-08-05,0,0.0,,0.0,0.0
2011-08-06,100,0.0,,0.0,0.0
2011-08-07,0,0.0,,0.0,0.0
2011-08-08,0,0.0,,0.0,0.0
2011-08-09,0,0.0,,0.0,0.0
2011-08-10,0,0.0,,0.0,0.0
2011-08-11,0,0.0,,0.0,0.0
2011-08-12,0,0.0,,0.0,0.0
2011-08-13,0,0.0,,0.0,0.0
2011-08-14,0,0.0,,0.0,0.0
2011-08-15,0,0.0,,0.0,0.0
2011-08-16,0,0.0,,0.0,0.0
2011-08-17,0,0.0,,0.0,0.0
2011-08-18,80,0.0,,0.0,0.0
2011-08-19,0,0.0,,0.0,0.0
2011-08-20,99,0.0,,0.0,0.0
2011-08-21,0,0.0,,0.0,0.0
2011-08-22,0,0.0,,0.0,0.0
2011-08-23,75,0.0,,0.0,0.0
2011-08-24,0,0.0,,0.0,0.0
2011-08-25,0,0.0,,0.0,0.0
2011-08-26,0,0.0,,0.0,0.0
2011-08-27,0,0.0,,0.0,0.0
2011-08-28,0,0.0,,0.0,0.0
2011-08-29,0,0.0,,0.0,0.0
2011-08-30,75,0.0,,0.0,0.0
2011-08-31,77,0.0,,0.0,0.0
2011-09-01,100,0.0,False,0.0,0.0
2011-09-02,0,0.0,,0.0,0.0
2011-09-03,0,0.0,,0.0,0.0
2011-09-04,0,0.0,,0.0,0.0
2011-09-05,0,0.0,,0.0,0.0
2011-09-06,0,0.0,,0.0,0.0
2011-09-07,0,0.0,,0.0,0.0
2011-09-08,0,0.0,,0.0,0.0
2011-09-09,0,0.0,,0.0,0.0
2011-09-10,0,0.0,,0.0,0.0
2011-09-11,0,0.0,,0.0,0.0
2011-09-12,0,0.0,,0.0,0.0
2011-09-13,93,0.0,,0.0,0.0
2011-09-14,0,0.0,,0.0,0.0
2011-09-15,0,0.0,,0.0,0.0
2011-09-16,0,0.0,,0.0,0.0
2011-09-17,0,0.0,,0.0,0.0
2011-09-18,0,0.0,,0.0,0.0
2011-09-19,96,0.0,,0.0,0.0
2011-09-20,0,0.0,,0.0,0.0
2011-09-21,0,0.0,,0.0,0.0
2011-09-22,0,0.0,,0.0,0.0
2011-09-23,0,0.0,,0.0,0.0
2011-09-24,0,0.0,,0.0,0.0
2011-09-25,0,0.0,,0.0,0.0
2011-09-26,0,0.0,,0.0,0.0
2011-09-27,0,0.0,,0.0,0.0
2011-09-28,0,0.0,,0.0,0.0
2011-09-29,0,0.0,,0.0,0.0
2011-09-30,0,0.0,,0.0,0.0
2011-10-01,0,0.0,False,0.0,0.0
2011-10-02,0,0.0,,0.0,0.0
2011-10-03,0,0.0,,0.0,0.0
2011-10-04,0,0.0,,0.0,0.0
2011-10-05,0,0.0,,0.0,0.0
2011-10-06,0,0.0,,0.0,0.0
2011-10-07,0,0.0,,0.0,0.0
2011-10-08,0,0.0,,0.0,0.0
2011-10-09,100,0.0,,0.0,0.0
2011-10-10,80,0.0,,0.0,0.0
2011-10-11,0,0.0,,0.0,0.0
2011-10-12,0,0.0,,0.0,0.0
2011-10-13,0,0.0,,0.0,0.0
2011-10-14,0,0.0,,0.0,0.0
2011-10-15,0,0.0,,0.0,0.0
2011-10-16,0,0.0,,0.0,0.0
2011-10-17,77,0.0,,0.0,0.0
2011-10-18,0,0.0,,0.0,0.0
2011-10-19,0,0.0,,0.0,0.0
2011-10-20,0,0.0,,0.0,0.0
2011-10-21,83,0.0,,0.0,0.0
2011-10-22,0,0.0,,0.0,0.0
2011-10-23,99,0.0,,0.0,0.0
2011-10-24,76,0.0,,0.0,0.0
2011-10-25,0,0.0,,0.0,0.0
2011-10-26,0,0.0,,0.0,0.0
2011-10-27,0,0.0,,0.0,0.0
2011-10-28,0,0.0,,0.0,0.0
2011-10-29,0,0.0,,0.0,0.0
2011-10-30,0,0.0,,0.0,0.0
2011-10-31,0,0.0,,0.0,0.0
2011-11-01,0,0.0,False,0.0,0.0
2011-11-02,0,0.0,,0.0,0.0
2011-11-03,100,0.0,,0.0,0.0
2011-11-04,0,0.0,,0.0,0.0
2011-11-05,0,0.0,,0.0,0.0
2011-11-06,0,0.0,,0.0,0.0
2011-11-07,0,0.0,,0.0,0.0
2011-11-08,0,0.0,,0.0,0.0
2011-11-09,0,0.0,,0.0,0.0
2011-11-10,100,0.0,,0.0,0.0
2011-11-11,0,0.0,,0.0,0.0
2011-11-12,0,0.0,,0.0,0.0
2011-11-13,0,0.0,,0.0,0.0
2011-11-14,0,0.0,,0.0,0.0
2011-11-15,0,0.0,,0.0,0.0
2011-11-16,0,0.0,,0.0,0.0
2011-11-17,0,0.0,,0.0,0.0
2011-11-18,0,0.0,,0.0,0.0
2011-11-19,0,0.0,,0.0,0.0
2011-11-20,0,0.0,,0.0,0.0
2011-11-21,0,0.0,,0.0,0.0
2011-11-22,0,0.0,,0.0,0.0
2011-11-23,0,0.0,,0.0,0.0
2011-11-24,0,0.0,,0.0,0.0
2011-11-25,0,0.0,,0.0,0.0
2011-11-26,0,0.0,,0.0,0.0
2011-11-27,0,0.0,,0.0,0.0
2011-11-28,94,0.0,,0.0,0.0
2011-11-29,0,0.0,,0.0,0.0
2011-11-30,0,0.0,,0.0,0.0
2011-12-01,64,0.0,False,0.0,0.0
2011-12-02,0,0.0,,0.0,0.0
2011-12-03,0,0.0,,0.0,0.0
2011-12-04,0,0.0,,0.0,0.0
2011-12-05,0,0.0,,0.0,0.0
2011-12-06,0,0.0,,0.0,0.0
2011-12-07,0,0.0,,0.0,0.0
2011-12-08,64,0.0,,0.0,0.0
2011-12-09,0,0.0,,0.0,0.0
2011-12-10,0,0.0,,0.0,0.0
2011-12-11,0,0.0,,0.0,0.0
2011-12-12,0,0.0,,0.0,0.0
2011-12-13,63,0.0,,0.0,0.0
2011-12-14,0,0.0,,0.0,0.0
2011-12-15,0,0.0,,0.0,0.0
2011-12-16,0,0.0,,0.0,0.0
2011-12-17,0,0.0,,0.0,0.0
2011-12-18,0,0.0,,0.0,0.0
2011-12-19,0,0.0,,0.0,0.0
2011-12-20,0,0.0,,0.0,0.0
2011-12-21,0,0.0,,0.0,0.0
2011-12-22,0,0.0,,0.0,0.0
2011-12-23,0,0.0,,0.0,0.0
2011-12-24,0,0.0,,0.0,0.0
2011-12-25,100,0.0,,0.0,0.0
2011-12-26,0,0.0,,0.0,0.0
2011-12-27,69,0.0,,0.0,0.0
2011-12-28,0,0.0,,0.0,0.0
2011-12-29,0,0.0,,0.0,0.0
2011-12-30,0,0.0,,0.0,0.0
2011-12-31,0,0.0,,0.0,0.0
2012-01-01,0,0.0,False,0.0,0.0
2012-01-02,0,0.0,,0.0,0.0
2012-01-03,0,0.0,,0.0,0.0
2012-01-04,0,0.0,,0.0,0.0
2012-01-05,0,0.0,,0.0,0.0
2012-01-06,0,0.0,,0.0,0.0
2012-01-07,60,0.0,,0.0,0.0
2012-01-08,0,0.0,,0.0,0.0
2012-01-09,0,0.0,,0.0,0.0
2012-01-10,0,0.0,,0.0,0.0
2012-01-11,0,0.0,,0.0,0.0
2012-01-12,0,0.0,,0.0,0.0
2012-01-13,100,0.0,,0.0,0.0
2012-01-14,0,0.0,,0.0,0.0
2012-01-15,0,0.0,,0.0,0.0
2012-01-16,0,0.0,,0.0,0.0
2012-01-17,0,0.0,,0.0,0.0
2012-01-18,0,0.0,,0.0,0.0
2012-01-19,96,0.0,,0.0,0.0
2012-01-20,0,0.0,,0.0,0.0
2012-01-21,0,0.0,,0.0,0.0
2012-01-22,57,0.0,,0.0,0.0
2012-01-23,0,0.0,,0.0,0.0
2012-01-24,0,0.0,,0.0,0.0
2012-01-25,47,0.0,,0.0,0.0
2012-01-26,47,0.0,,0.0,0.0
2012-01-27,0,0.0,,0.0,0.0
2012-01-28,0,0.0,,0.0,0.0
2012-01-29,0,0.0,,0.0,0.0
2012-01-30,0,0.0,,0.0,0.0
2012-01-31,0,0.0,,0.0,0.0
2012-02-01,0,0.0,False,0.0,0.0
2012-02-02,0,0.0,,0.0,0.0
2012-02-03,0,0.0,,0.0,0.0
2012-02-04,0,0.0,,0.0,0.0
2012-02-05,0,0.0,,0.0,0.0
2012-02-06,50,0.0,,0.0,0.0
2012-02-07,0,0.0,,0.0,0.0
2012-02-08,0,0.0,,0.0,0.0
2012-02-09,100,0.0,,0.0,0.0
2012-02-10,52,0.0,,0.0,0.0
2012-02-11,0,0.0,,0.0,0.0
2012-02-12,0,0.0,,0.0,0.0
2012-02-13,0,0.0,,0.0,0.0
2012-02-14,0,0.0,,0.0,0.0
2012-02-15,0,0.0,,0.0,0.0
2012-02-16,51,0.0,,0.0,0.0
2012-02-17,0,0.0,,0.0,0.0
2012-02-18,0,0.0,,0.0,0.0
2012-02-19,0,0.0,,0.0,0.0
2012-02-20,0,0.0,,0.0,0.0
2012-02-21,0,0.0,,0.0,0.0
2012-02-22,0,0.0,,0.0,0.0
2012-02-23,0,0.0,,0.0,0.0
2012-02-24,0,0.0,,0.0,0.0
2012-02-25,0,0.0,,0.0,0.0
2012-02-26,0,0.0,,0.0,0.0
2012-02-27,0,0.0,,0.0,0.0
2012-02-28,49,0.0,,0.0,0.0
2012-02-29,0,0.0,,0.0,0.0
2012-03-01,96,0.0,False,0.0,0.0
2012-03-02,100,0.0,,0.0,0.0
2012-03-03,0,0.0,,0.0,0.0
2012-03-04,0,0.0,,0.0,0.0
2012-03-05,0,0.0,,0.0,0.0
2012-03-06,0,0.0,,0.0,0.0
2012-03-07,0,0.0,,0.0,0.0
2012-03-08,90,0.0,,0.0,0.0
2012-03-09,0,0.0,,0.0,0.0
2012-03-10,0,0.0,,0.0,0.0
2012-03-11,0,0.0,,0.0,0.0
2012-03-12,0,0.0,,0.0,0.0
2012-03-13,0,0.0,,0.0,0.0
2012-03-14,0,0.0,,0.0,0.0
2012-03-15,0,0.0,,0.0,0.0
2012-03-16,0,0.0,,0.0,0.0
2012-03-17,0,0.0,,0.0,0.0
2012-03-18,0,0.0,,0.0,0.0
2012-03-19,0,0.0,,0.0,0.0
2012-03-20,0,0.0,,0.0,0.0
2012-03-21,0,0.0,,0.0,0.0
2012-03-22,93,0.0,,0.0,0.0
2012-03-23,0,0.0,,0.0,0.0
2012-03-24,0,0.0,,0.0,0.0
2012-03-25,0,0.0,,0.0,0.0
2012-03-26,0,0.0,,0.0,0.0
2012-03-27,90,0.0,,0.0,0.0
2012-03-28,90,0.0,,0.0,0.0
2012-03-29,92,0.0,,0.0,0.0
2012-03-30,0,0.0,,0.0,0.0
2012-03-31,0,0.0,,0.0,0.0
2012-04-01,0,0.0,False,0.0,0.0
2012-04-02,0,0.0,,0.0,0.0
2012-04-03,0,0.0,,0.0,0.0
2012-04-04,0,0.0,,0.0,0.0
2012-04-05,0,0.0,,0.0,0.0
2012-04-06,0,0.0,,0.0,0.0
2012-04-07,0,0.0,,0.0,0.0
2012-04-08,0,0.0,,0.0,0.0
2012-04-09,97,0.0,,0.0,0.0
2012-04-10,0,0.0,,0.0,0.0
2012-04-11,0,0.0,,0.0,0.0
2012-04-12,0,0.0,,0.0,0.0
2012-04-13,0,0.0,,0.0,0.0
2012-04-14,100,0.0,,0.0,0.0
2012-04-15,0,0.0,,0.0,0.0
2012-04-16,0,0.0,,0.0,0.0
2012-04-17,0,0.0,,0.0,0.0
2012-04-18,78,0.0,,0.0,0.0
2012-04-19,80,0.0,,0.0,0.0
2012-04-20,0,0.0,,0.0,0.0
2012-04-21,0,0.0,,0.0,0.0
2012-04-22,0,0.0,,0.0,0.0
2012-04-23,0,0.0,,0.0,0.0
2012-04-24,0,0.0,,0.0,0.0
2012-04-25,0,0.0,,0.0,0.0
2012-04-26,79,0.0,,0.0,0.0
2012-04-27,0,0.0,,0.0,0.0
2012-04-28,0,0.0,,0.0,0.0
2012-04-29,0,0.0,,0.0,0.0
2012-04-30,0,0.0,,0.0,0.0
2012-05-01,0,0.0,False,0.0,0.0
2012-05-02,0,0.0,,0.0,0.0
2012-05-03,0,0.0,,0.0,0.0
2012-05-04,0,0.0,,0.0,0.0
2012-05-05,0,0.0,,0.0,0.0
2012-05-06,0,0.0,,0.0,0.0
2012-05-07,0,0.0,,0.0,0.0
2012-05-08,0,0.0,,0.0,0.0
2012-05-09,0,0.0,,0.0,0.0
2012-05-10,0,0.0,,0.0,0.0
2012-05-11,0,0.0,,0.0,0.0
2012-05-12,94,0.0,,0.0,0.0
2012-05-13,0,0.0,,0.0,0.0
2012-05-14,0,0.0,,0.0,0.0
2012-05-15,0,0.0,,0.0,0.0
2012-05-16,0,0.0,,0.0,0.0
2012-05-17,0,0.0,,0.0,0.0
2012-05-18,0,0.0,,0.0,0.0
2012-05-19,95,0.0,,0.0,0.0
2012-05-20,0,0.0,,0.0,0.0
2012-05-21,0,0.0,,0.0,0.0
2012-05-22,0,0.0,,0.0,0.0
2012-05-23,70,0.0,,0.0,0.0
2012-05-24,0,0.0,,0.0,0.0
2012-05-25,77,0.0,,0.0,0.0
2012-05-26,0,0.0,,0.0,0.0
2012-05-27,100,0.0,,0.0,0.0
2012-05-28,0,0.0,,0.0,0.0
2012-05-29,71,0.0,,0.0,0.0
2012-05-30,0,0.0,,0.0,0.0
2012-05-31,0,0.0,,0.0,0.0
2012-06-01,0,0.0,False,0.0,0.0
2012-06-02,50,0.0,,0.0,0.0
2012-06-03,100,0.0,,0.0,0.0
2012-06-04,0,0.0,,0.0,0.0
2012-06-05,0,0.0,,0.0,0.0
2012-06-06,0,0.0,,0.0,0.0
2012-06-07,0,0.0,,0.0,0.0
2012-06-08,0,0.0,,0.0,0.0
2012-06-09,51,0.0,,0.0,0.0
2012-06-10,0,0.0,,0.0,0.0
2012-06-11,0,0.0,,0.0,0.0
2012-06-12,39,0.0,,0.0,0.0
2012-06-13,0,0.0,,0.0,0.0
2012-06-14,0,0.0,,0.0,0.0
2012-06-15,42,0.0,,0.0,0.0
2012-06-16,0,0.0,,0.0,0.0
2012-06-17,52,0.0,,0.0,0.0
2012-06-18,39,0.0,,0.0,0.0
2012-06-19,0,0.0,,0.0,0.0
2012-06-20,0,0.0,,0.0,0.0
2012-06-21,40,0.0,,0.0,0.0
2012-06-22,41,0.0,,0.0,0.0
2012-06-23,0,0.0,,0.0,0.0
2012-06-24,51,0.0,,0.0,0.0
2012-06-25,0,0.0,,0.0,0.0
2012-06-26,0,0.0,,0.0,0.0
2012-06-27,0,0.0,,0.0,0.0
2012-06-28,0,0.0,,0.0,0.0
2012-06-29,0,0.0,,0.0,0.0
2012-06-30,0,0.0,,0.0,0.0
2012-07-01,100,0.0,False,0.0,0.0
2012-07-02,0,0.0,,0.0,0.0
2012-07-03,0,0.0,,0.0,0.0
2012-07-04,0,0.0,,0.0,0.0
2012-07-05,0,0.0,,0.0,0.0
2012-07-06,0,0.0,,0.0,0.0
2012-07-07,0,0.0,,0.0,0.0
2012-07-08,0,0.0,,0.0,0.0
2012-07-09,76,0.0,,0.0,0.0
2012-07-10,0,0.0,,0.0,0.0
2012-07-11,0,0.0,,0.0,0.0
2012-07-12,0,0.0,,0.0,0.0
2012-07-13,80,0.0,,0.0,0.0
2012-07-14,0,0.0,,0.0,0.0
2012-07-15,0,0.0,,0.0,0.0
2012-07-16,0,0.0,,0.0,0.0
2012-07-17,75,0.0,,0.0,0.0
2012-07-18,76,0.0,,0.0,0.0
2012-07-19,78,0.0,,0.0,0.0
2012-07-20,0,0.0,,0.0,0.0
2012-07-21,0,0.0,,0.0,0.0
2012-07-22,0,0.0,,0.0,0.0
2012-07-23,0,0.0,,0.0,0.0
2012-07-24,0,0.0,,0.0,0.0
2012-07-25,0,0.0,,0.0,0.0
2012-07-26,77,0.0,,0.0,0.0
2012-07-27,79,0.0,,0.0,0.0
2012-07-28,0,0.0,,0.0,0.0
2012-07-29,0,0.0,,0.0,0.0
2012-07-30,0,0.0,,0.0,0.0
2012-07-31,0,0.0,,0.0,0.0
2012-08-01,0,0.0,False,0.0,0.0
2012-08-02,0,0.0,,0.0,0.0
2012-08-03,0,0.0,,0.0,0.0
2012-08-04,0,0.0,,0.0,0.0
2012-08-05,0,0.0,,0.0,0.0
2012-08-06,49,0.0,,0.0,0.0
2012-08-07,50,0.0,,0.0,0.0
2012-08-08,51,0.0,,0.0,0.0
2012-08-09,0,0.0,,0.0,0.0
2012-08-10,0,0.0,,0.0,0.0
2012-08-11,0,0.0,,0.0,0.0
2012-08-12,63,0.0,,0.0,0.0
2012-08-13,0,0.0,,0.0,0.0
2012-08-14,0,0.0,,0.0,0.0
2012-08-15,0,0.0,,0.0,0.0
2012-08-16,0,0.0,,0.0,0.0
2012-08-17,54,0.0,,0.0,0.0
2012-08-18,0,0.0,,0.0,0.0
2012-08-19,0,0.0,,0.0,0.0
2012-08-20,100,0.0,,0.0,0.0
2012-08-21,50,0.0,,0.0,0.0
2012-08-22,0,0.0,,0.0,0.0
2012-08-23,0,0.0,,0.0,0.0
2012-08-24,0,0.0,,0.0,0.0
2012-08-25,0,0.0,,0.0,0.0
2012-08-26,61,0.0,,0.0,0.0
2012-08-27,0,0.0,,0.0,0.0
2012-08-28,0,0.0,,0.0,0.0
2012-08-29,100,0.0,,0.0,0.0
2012-08-30,50,0.0,,0.0,0.0
2012-08-31,0,0.0,,0.0,0.0
2012-09-01,0,1.0,False,0.01,0.0
2012-09-02,65,1.0,,0.01,0.65
2012-09-03,0,1.0,,0.01,0.0
2012-09-04,0,1.0,,0.01,0.0
2012-09-05,0,1.0,,0.01,0.0
2012-09-06,50,1.0,,0.01,0.5
2012-09-07,51,1.0,,0.01,0.51
2012-09-08,0,1.0,,0.01,0.0
2012-09-09,61,1.0,,0.01,0.61
2012-09-10,0,1.0,,0.01,0.0
2012-09-11,0,1.0,,0.01,0.0
2012-09-12,0,1.0,,0.01,0.0
2012-09-13,0,1.0,,0.01,0.0
2012-09-14,52,1.0,,0.01,0.52
2012-09-15,0,1.0,,0.01,0.0
2012-09-16,0,1.0,,0.01,0.0
2012-09-17,0,1.0,,0.01,0.0
2012-09-18,0,1.0,,0.01,0.0
2012-09-19,100,1.0,,0.01,1.0
2012-09-20,0,1.0,,0.01,0.0
2012-09-21,0,1.0,,0.01,0.0
2012-09-22,62,1.0,,0.01,0.62
2012-09-23,0,1.0,,0.01,0.0
2012-09-24,0,1.0,,0.01,0.0
2012-09-25,49,1.0,,0.01,0.49
2012-09-26,0,1.0,,0.01,0.0
2012-09-27,50,1.0,,0.01,0.5
2012-09-28,51,1.0,,0.01,0.51
2012-09-29,0,1.0,,0.01,0.0
2012-09-30,0,1.0,,0.01,0.0
2012-10-01,80,0.0,False,0.0,0.0
2012-10-02,77,0.0,,0.0,0.0
2012-10-03,0,0.0,,0.0,0.0
2012-10-04,0,0.0,,0.0,0.0
2012-10-05,0,0.0,,0.0,0.0
2012-10-06,100,0.0,,0.0,0.0
2012-10-07,0,0.0,,0.0,0.0
2012-10-08,0,0.0,,0.0,0.0
2012-10-09,0,0.0,,0.0,0.0
2012-10-10,0,0.0,,0.0,0.0
2012-10-11,78,0.0,,0.0,0.0
2012-10-12,0,0.0,,0.0,0.0
2012-10-13,0,0.0,,0.0,0.0
2012-10-14,0,0.0,,0.0,0.0
2012-10-15,0,0.0,,0.0,0.0
2012-10-16,0,0.0,,0.0,0.0
2012-10-17,0,0.0,,0.0,0.0
2012-10-18,0,0.0,,0.0,0.0
2012-10-19,80,0.0,,0.0,0.0
2012-10-20,0,0.0,,0.0,0.0
2012-10-21,0,0.0,,0.0,0.0
2012-10-22,76,0.0,,0.0,0.0
2012-10-23,0,0.0,,0.0,0.0
2012-10-24,0,0.0,,0.0,0.0
2012-10-25,0,0.0,,0.0,0.0
2012-10-26,79,0.0,,0.0,0.0
2012-10-27,95,0.0,,0.0,0.0
2012-10-28,92,0.0,,0.0,0.0
2012-10-29,0,0.0,,0.0,0.0
2012-10-30,0,0.0,,0.0,0.0
2012-10-31,0,0.0,,0.0,0.0
2012-11-01,0,0.0,False,0.0,0.0
2012-11-02,0,0.0,,0.0,0.0
2012-11-03,0,0.0,,0.0,0.0
2012-11-04,0,0.0,,0.0,0.0
2012-11-05,50,0.0,,0.0,0.0
2012-11-06,0,0.0,,0.0,0.0
2012-11-07,0,0.0,,0.0,0.0
2012-11-08,50,0.0,,0.0,0.0
2012-11-09,53,0.0,,0.0,0.0
2012-11-10,0,0.0,,0.0,0.0
2012-11-11,64,0.0,,0.0,0.0
2012-11-12,0,0.0,,0.0,0.0
2012-11-13,0,0.0,,0.0,0.0
2012-11-14,0,0.0,,0.0,0.0
2012-11-15,0,0.0,,0.0,0.0
2012-11-16,52,0.0,,0.0,0.0
2012-11-17,0,0.0,,0.0,0.0
2012-11-18,0,0.0,,0.0,0.0
2012-11-19,0,0.0,,0.0,0.0
2012-11-20,100,0.0,,0.0,0.0
2012-11-21,0,0.0,,0.0,0.0
2012-11-22,0,0.0,,0.0,0.0
2012-11-23,0,0.0,,0.0,0.0
2012-11-24,62,0.0,,0.0,0.0
2012-11-25,0,0.0,,0.0,0.0
2012-11-26,0,0.0,,0.0,0.0
2012-11-27,97,0.0,,0.0,0.0
2012-11-28,0,0.0,,0.0,0.0
2012-11-29,48,0.0,,0.0,0.0
2012-11-30,50,0.0,,0.0,0.0
2012-12-01,0,0.0,False,0.0,0.0
2012-12-02,46,0.0,,0.0,0.0
2012-12-03,0,0.0,,0.0,0.0
2012-12-04,0,0.0,,0.0,0.0
2012-12-05,0,0.0,,0.0,0.0
2012-12-06,0,0.0,,0.0,0.0
2012-12-07,40,0.0,,0.0,0.0
2012-12-08,0,0.0,,0.0,0.0
2012-12-09,0,0.0,,0.0,0.0
2012-12-10,0,0.0,,0.0,0.0
2012-12-11,38,0.0,,0.0,0.0
2012-12-12,0,0.0,,0.0,0.0
2012-12-13,77,0.0,,0.0,0.0
2012-12-14,39,0.0,,0.0,0.0
2012-12-15,47,0.0,,0.0,0.0
2012-12-16,0,0.0,,0.0,0.0
2012-12-17,0,0.0,,0.0,0.0
2012-12-18,38,0.0,,0.0,0.0
2012-12-19,0,0.0,,0.0,0.0
2012-12-20,0,0.0,,0.0,0.0
2012-12-21,0,0.0,,0.0,0.0
2012-12-22,100,0.0,,0.0,0.0
2012-12-23,51,0.0,,0.0,0.0
2012-12-24,49,0.0,,0.0,0.0
2012-12-25,55,0.0,,0.0,0.0
2012-12-26,0,0.0,,0.0,0.0
2012-12-27,0,0.0,,0.0,0.0
2012-12-28,0,0.0,,0.0,0.0
2012-12-29,47,0.0,,0.0,0.0
2012-12-30,48,0.0,,0.0,0.0
2012-12-31,42,0.0,,0.0,0.0
2013-01-01,54,0.0,False,0.0,0.0
2013-01-02,0,0.0,,0.0,0.0
2013-01-03,0,0.0,,0.0,0.0
2013-01-04,0,0.0,,0.0,0.0
2013-01-05,100,0.0,,0.0,0.0
2013-01-06,99,0.0,,0.0,0.0
2013-01-07,0,0.0,,0.0,0.0
2013-01-08,0,0.0,,0.0,0.0
2013-01-09,0,0.0,,0.0,0.0
2013-01-10,41,0.0,,0.0,0.0
2013-01-11,0,0.0,,0.0,0.0
2013-01-12,0,0.0,,0.0,0.0
2013-01-13,0,0.0,,0.0,0.0
2013-01-14,40,0.0,,0.0,0.0
2013-01-15,0,0.0,,0.0,0.0
2013-01-16,0,0.0,,0.0,0.0
2013-01-17,41,0.0,,0.0,0.0
2013-01-18,42,0.0,,0.0,0.0
2013-01-19,50,0.0,,0.0,0.0
2013-01-20,50,0.0,,0.0,0.0
2013-01-21,0,0.0,,0.0,0.0
2013-01-22,0,0.0,,0.0,0.0
2013-01-23,40,0.0,,0.0,0.0
2013-01-24,40,0.0,,0.0,0.0
2013-01-25,0,0.0,,0.0,0.0
2013-01-26,0,0.0,,0.0,0.0
2013-01-27,48,0.0,,0.0,0.0
2013-01-28,39,0.0,,0.0,0.0
2013-01-29,39,0.0,,0.0,0.0
2013-01-30,0,0.0,,0.0,0.0
2013-01-31,0,0.0,,0.0,0.0
2013-02-01,0,1.0,False,0.01,0.0
2013-02-02,0,1.0,,0.01,0.0
2013-02-03,41,1.0,,0.01,0.41000000000000003
2013-02-04,34,1.0,,0.01,0.34
2013-02-05,66,1.0,,0.01,0.66
2013-02-06,0,1.0,,0.01,0.0
2013-02-07,68,1.0,,0.01,0.68
2013-02-08,0,1.0,,0.01,0.0
2013-02-09,0,1.0,,0.01,0.0
2013-02-10,0,1.0,,0.01,0.0
2013-02-11,0,1.0,,0.01,0.0
2013-02-12,0,1.0,,0.01,0.0
2013-02-13,0,1.0,,0.01,0.0
2013-02-14,34,1.0,,0.01,0.34
2013-02-15,0,1.0,,0.01,0.0
2013-02-16,41,1.0,,0.01,0.41000000000000003
2013-02-17,42,1.0,,0.01,0.42
2013-02-18,70,1.0,,0.01,0.7000000000000001
2013-02-19,33,1.0,,0.01,0.33
2013-02-20,0,1.0,,0.01,0.0
2013-02-21,100,1.0,,0.01,1.0
2013-02-22,34,1.0,,0.01,0.34
2013-02-23,41,1.0,,0.01,0.41000000000000003
2013-02-24,0,1.0,,0.01,0.0
2013-02-25,0,1.0,,0.01,0.0
2013-02-26,65,1.0,,0.01,0.65
2013-02-27,0,1.0,,0.01,0.0
2013-02-28,0,1.0,,0.01,0.0
2013-03-01,0,2.0,False,0.02,0.0
2013-03-02,15,2.0,,0.02,0.3
2013-03-03,15,2.0,,0.02,0.3
2013-03-04,13,2.0,,0.02,0.26
2013-03-05,0,2.0,,0.02,0.0
2013-03-06,12,2.0,,0.02,0.24
2013-03-07,25,2.0,,0.02,0.5
2013-03-08,13,2.0,,0.02,0.26
2013-03-09,15,2.0,,0.02,0.3
2013-03-10,0,2.0,,0.02,0.0
2013-03-11,0,2.0,,0.02,0.0
2013-03-12,12,2.0,,0.02,0.24
2013-03-13,12,2.0,,0.02,0.24
2013-03-14,0,2.0,,0.02,0.0
2013-03-15,0,2.0,,0.02,0.0
2013-03-16,31,2.0,,0.02,0.62
2013-03-17,15,2.0,,0.02,0.3
2013-03-18,25,2.0,,0.02,0.5
2013-03-19,12,2.0,,0.02,0.24
2013-03-20,13,2.0,,0.02,0.26
2013-03-21,0,2.0,,0.02,0.0
