date,bitcoin sell_unscaled,bitcoin sell_monthly,isPartial,scale,bitcoin sell
2011-11-18,0,0.0,,0.0,0.0
2011-11-19,0,0.0,,0.0,0.0
2011-11-20,0,0.0,,0.0,0.0
2011-11-21,0,0.0,,0.0,0.0
2011-11-22,0,0.0,,0.0,0.0
2011-11-23,0,0.0,,0.0,0.0
2011-11-24,0,0.0,,0.0,0.0
2011-11-25,0,0.0,,0.0,0.0
2011-11-26,0,0.0,,0.0,0.0
2011-11-27,0,0.0,,0.0,0.0
2011-11-28,0,0.0,,0.0,0.0
2011-11-29,0,0.0,,0.0,0.0
2011-11-30,0,0.0,,0.0,0.0
2012-01-01,0,0.0,False,0.0,0.0
2012-01-02,0,0.0,,0.0,0.0
2012-01-03,0,0.0,,0.0,0.0
2012-01-04,0,0.0,,0.0,0.0
2012-01-05,0,0.0,,0.0,0.0
2012-01-06,0,0.0,,0.0,0.0
2012-01-07,0,0.0,,0.0,0.0
2012-01-08,0,0.0,,0.0,0.0
2012-01-09,0,0.0,,0.0,0.0
2012-01-10,0,0.0,,0.0,0.0
2012-01-11,0,0.0,,0.0,0.0
2012-01-12,0,0.0,,0.0,0.0
2012-01-13,0,0.0,,0.0,0.0
2012-01-14,100,0.0,,0.0,0.0
2012-01-15,0,0.0,,0.0,0.0
2012-01-16,0,0.0,,0.0,0.0
2012-01-17,81,0.0,,0.0,0.0
2012-01-18,0,0.0,,0.0,0.0
2012-01-19,0,0.0,,0.0,0.0
2012-01-20,0,0.0,,0.0,0.0
2012-01-21,0,0.0,,0.0,0.0
2012-01-22,0,0.0,,0.0,0.0
2012-01-23,0,0.0,,0.0,0.0
2012-01-24,0,0.0,,0.0,0.0
2012-01-25,0,0.0,,0.0,0.0
2012-01-26,0,0.0,,0.0,0.0
2012-01-27,0,0.0,,0.0,0.0
2012-01-28,0,0.0,,0.0,0.0
2012-01-29,0,0.0,,0.0,0.0
2012-01-30,0,0.0,,0.0,0.0
2012-01-31,0,0.0,,0.0,0.0
2012-04-01,0,0.0,False,0.0,0.0
2012-04-02,0,0.0,,0.0,0.0
2012-04-03,0,0.0,,0.0,0.0
2012-04-04,0,0.0,,0.0,0.0
2012-04-05,0,0.0,,0.0,0.0
2012-04-06,0,0.0,,0.0,0.0
2012-04-07,0,0.0,,0.0,0.0
2012-04-08,0,0.0,,0.0,0.0
2012-04-09,0,0.0,,0.0,0.0
2012-04-10,0,0.0,,0.0,0.0
2012-04-11,0,0.0,,0.0,0.0
2012-04-12,0,0.0,,0.0,0.0
2012-04-13,0,0.0,,0.0,0.0
2012-04-14,0,0.0,,0.0,0.0
2012-04-15,0,0.0,,0.0,0.0
2012-04-16,0,0.0,,0.0,0.0
2012-04-17,100,0.0,,0.0,0.0
2012-04-18,0,0.0,,0.0,0.0
2012-04-19,0,0.0,,0.0,0.0
2012-04-20,0,0.0,,0.0,0.0
2012-04-21,0,0.0,,0.0,0.0
2012-04-22,0,0.0,,0.0,0.0
2012-04-23,0,0.0,,0.0,0.0
2012-04-24,0,0.0,,0.0,0.0
2012-04-25,0,0.0,,0.0,0.0
2012-04-26,0,0.0,,0.0,0.0
2012-04-27,0,0.0,,0.0,0.0
2012-04-28,0,0.0,,0.0,0.0
2012-04-29,0,0.0,,0.0,0.0
2012-04-30,0,0.0,,0.0,0.0
2012-05-01,0,0.0,False,0.0,0.0
2012-05-02,0,0.0,,0.0,0.0
2012-05-03,0,0.0,,0.0,0.0
2012-05-04,0,0.0,,0.0,0.0
2012-05-05,0,0.0,,0.0,0.0
2012-05-06,0,0.0,,0.0,0.0
2012-05-07,0,0.0,,0.0,0.0
2012-05-08,100,0.0,,0.0,0.0
2012-05-09,0,0.0,,0.0,0.0
2012-05-10,0,0.0,,0.0,0.0
2012-05-11,0,0.0,,0.0,0.0
2012-05-12,0,0.0,,0.0,0.0
2012-05-13,0,0.0,,0.0,0.0
2012-05-14,0,0.0,,0.0,0.0
2012-05-15,0,0.0,,0.0,0.0
2012-05-16,0,0.0,,0.0,0.0
2012-05-17,0,0.0,,0.0,0.0
2012-05-18,0,0.0,,0.0,0.0
2012-05-19,0,0.0,,0.0,0.0
2012-05-20,0,0.0,,0.0,0.0
2012-05-21,0,0.0,,0.0,0.0
2012-05-22,0,0.0,,0.0,0.0
2012-05-23,0,0.0,,0.0,0.0
2012-05-24,0,0.0,,0.0,0.0
2012-05-25,0,0.0,,0.0,0.0
2012-05-26,0,0.0,,0.0,0.0
2012-05-27,0,0.0,,0.0,0.0
2012-05-28,0,0.0,,0.0,0.0
2012-05-29,0,0.0,,0.0,0.0
2012-05-30,0,0.0,,0.0,0.0
2012-05-31,0,0.0,,0.0,0.0
2012-08-01,0,0.0,False,0.0,0.0
2012-08-02,0,0.0,,0.0,0.0
2012-08-03,100,0.0,,0.0,0.0
2012-08-04,0,0.0,,0.0,0.0
2012-08-05,0,0.0,,0.0,0.0
2012-08-06,0,0.0,,0.0,0.0
2012-08-07,0,0.0,,0.0,0.0
2012-08-08,0,0.0,,0.0,0.0
2012-08-09,0,0.0,,0.0,0.0
2012-08-10,0,0.0,,0.0,0.0
2012-08-11,0,0.0,,0.0,0.0
2012-08-12,0,0.0,,0.0,0.0
2012-08-13,0,0.0,,0.0,0.0
2012-08-14,0,0.0,,0.0,0.0
2012-08-15,0,0.0,,0.0,0.0
2012-08-16,0,0.0,,0.0,0.0
2012-08-17,0,0.0,,0.0,0.0
2012-08-18,0,0.0,,0.0,0.0
2012-08-19,0,0.0,,0.0,0.0
2012-08-20,0,0.0,,0.0,0.0
2012-08-21,0,0.0,,0.0,0.0
2012-08-22,0,0.0,,0.0,0.0
2012-08-23,0,0.0,,0.0,0.0
2012-08-24,0,0.0,,0.0,0.0
2012-08-25,0,0.0,,0.0,0.0
2012-08-26,0,0.0,,0.0,0.0
2012-08-27,0,0.0,,0.0,0.0
2012-08-28,0,0.0,,0.0,0.0
2012-08-29,0,0.0,,0.0,0.0
2012-08-30,0,0.0,,0.0,0.0
2012-08-31,0,0.0,,0.0,0.0
2012-11-01,0,1.0,False,0.01,0.0
2012-11-02,0,1.0,,0.01,0.0
2012-11-03,0,1.0,,0.01,0.0
2012-11-04,0,1.0,,0.01,0.0
2012-11-05,0,1.0,,0.01,0.0
2012-11-06,0,1.0,,0.01,0.0
2012-11-07,0,1.0,,0.01,0.0
2012-11-08,0,1.0,,0.01,0.0
2012-11-09,0,1.0,,0.01,0.0
2012-11-10,0,1.0,,0.01,0.0
2012-11-11,0,1.0,,0.01,0.0
2012-11-12,0,1.0,,0.01,0.0
2012-11-13,0,1.0,,0.01,0.0
2012-11-14,0,1.0,,0.01,0.0
2012-11-15,0,1.0,,0.01,0.0
2012-11-16,0,1.0,,0.01,0.0
2012-11-17,0,1.0,,0.01,0.0
2012-11-18,0,1.0,,0.01,0.0
2012-11-19,0,1.0,,0.01,0.0
2012-11-20,0,1.0,,0.01,0.0
2012-11-21,0,1.0,,0.01,0.0
2012-11-22,0,1.0,,0.01,0.0
2012-11-23,0,1.0,,0.01,0.0
2012-11-24,0,1.0,,0.01,0.0
2012-11-25,100,1.0,,0.01,1.0
2012-11-26,0,1.0,,0.01,0.0
2012-11-27,0,1.0,,0.01,0.0
2012-11-28,0,1.0,,0.01,0.0
2012-11-29,0,1.0,,0.01,0.0
2012-11-30,0,1.0,,0.01,0.0
2012-12-01,0,0.0,False,0.0,0.0
2012-12-02,0,0.0,,0.0,0.0
2012-12-03,0,0.0,,0.0,0.0
2012-12-04,0,0.0,,0.0,0.0
2012-12-05,0,0.0,,0.0,0.0
2012-12-06,0,0.0,,0.0,0.0
2012-12-07,0,0.0,,0.0,0.0
2012-12-08,0,0.0,,0.0,0.0
2012-12-09,0,0.0,,0.0,0.0
2012-12-10,0,0.0,,0.0,0.0
2012-12-11,0,0.0,,0.0,0.0
2012-12-12,0,0.0,,0.0,0.0
2012-12-13,0,0.0,,0.0,0.0
2012-12-14,100,0.0,,0.0,0.0
2012-12-15,0,0.0,,0.0,0.0
2012-12-16,0,0.0,,0.0,0.0
2012-12-17,0,0.0,,0.0,0.0
2012-12-18,0,0.0,,0.0,0.0
2012-12-19,0,0.0,,0.0,0.0
2012-12-20,0,0.0,,0.0,0.0
2012-12-21,0,0.0,,0.0,0.0
2012-12-22,0,0.0,,0.0,0.0
2012-12-23,0,0.0,,0.0,0.0
2012-12-24,0,0.0,,0.0,0.0
2012-12-25,0,0.0,,0.0,0.0
2012-12-26,0,0.0,,0.0,0.0
2012-12-27,0,0.0,,0.0,0.0
2012-12-28,0,0.0,,0.0,0.0
2012-12-29,0,0.0,,0.0,0.0
2012-12-30,0,0.0,,0.0,0.0
2012-12-31,0,0.0,,0.0,0.0
2013-02-01,0,1.0,False,0.01,0.0
2013-02-02,62,1.0,,0.01,0.62
2013-02-03,0,1.0,,0.01,0.0
2013-02-04,100,1.0,,0.01,1.0
2013-02-05,0,1.0,,0.01,0.0
2013-02-06,0,1.0,,0.01,0.0
2013-02-07,0,1.0,,0.01,0.0
2013-02-08,0,1.0,,0.01,0.0
2013-02-09,0,1.0,,0.01,0.0
2013-02-10,0,1.0,,0.01,0.0
2013-02-11,49,1.0,,0.01,0.49
2013-02-12,0,1.0,,0.01,0.0
2013-02-13,50,1.0,,0.01,0.5
2013-02-14,0,1.0,,0.01,0.0
2013-02-15,0,1.0,,0.01,0.0
2013-02-16,0,1.0,,0.01,0.0
2013-02-17,0,1.0,,0.01,0.0
2013-02-18,0,1.0,,0.01,0.0
2013-02-19,0,1.0,,0.01,0.0
2013-02-20,0,1.0,,0.01,0.0
2013-02-21,0,1.0,,0.01,0.0
2013-02-22,0,1.0,,0.01,0.0
2013-02-23,0,1.0,,0.01,0.0
2013-02-24,0,1.0,,0.01,0.0
2013-02-25,0,1.0,,0.01,0.0
2013-02-26,0,1.0,,0.01,0.0
2013-02-27,0,1.0,,0.01,0.0
2013-02-28,0,1.0,,0.01,0.0
2013-03-01,0,2.0,False,0.02,0.0
2013-03-02,0,2.0,,0.02,0.0
2013-03-03,0,2.0,,0.02,0.0
2013-03-04,0,2.0,,0.02,0.0
2013-03-05,0,2.0,,0.02,0.0
2013-03-06,0,2.0,,0.02,0.0
2013-03-07,0,2.0,,0.02,0.0
2013-03-08,100,2.0,,0.02,2.0
2013-03-09,0,2.0,,0.02,0.0
2013-03-10,0,2.0,,0.02,0.0
2013-03-11,0,2.0,,0.02,0.0
2013-03-12,0,2.0,,0.02,0.0
2013-03-13,0,2.0,,0.02,0.0
2013-03-14,0,2.0,,0.02,0.0
2013-03-15,0,2.0,,0.02,0.0
2013-03-16,0,2.0,,0.02,0.0
2013-03-17,0,2.0,,0.02,0.0
2013-03-18,0,2.0,,0.02,0.0
2013-03-19,0,2.0,,0.02,0.0
2013-03-20,0,2.0,,0.02,0.0
2013-03-21,0,2.0,,0.02,0.0
2013-03-22,0,2.0,,0.02,0.0
2013-03-23,0,2.0,,0.02,0.0
2013-03-24,0,2.0,,0.02,0.0
2013-03-25,97,2.0,,0.02,1.94
2013-03-26,0,2.0,,0.02,0.0
2013-03-27,0,2.0,,0.02,0.0
2013-03-28,0,2.0,,0.02,0.0
2013-03-29,0,2.0,,0.02,0.0
2013-03-30,0,2.0,,0.02,0.0
2013-03-31,0,2.0,,0.02,0.0
2013-04-01,51,3.0,False,0.03,1.53
2013-04-02,26,3.0,,0.03,0.78
2013-04-03,0,3.0,,0.03,0.0
2013-04-04,0,3.0,,0.03,0.0
2013-04-05,0,3.0,,0.03,0.0
2013-04-06,0,3.0,,0.03,0.0
2013-04-07,0,3.0,,0.03,0.0
2013-04-08,26,3.0,,0.03,0.78
2013-04-09,0,3.0,,0.03,0.0
2013-04-10,0,3.0,,0.03,0.0
2013-04-11,26,3.0,,0.03,0.78
2013-04-12,26,3.0,,0.03,0.78
2013-04-13,0,3.0,,0.03,0.0
2013-04-14,0,3.0,,0.03,0.0
2013-04-15,25,3.0,,0.03,0.75
2013-04-16,100,3.0,,0.03,3.0
2013-04-17,0,3.0,,0.03,0.0
2013-04-18,25,3.0,,0.03,0.75
2013-04-19,53,3.0,,0.03,1.5899999999999999
2013-04-20,0,3.0,,0.03,0.0
2013-04-21,0,3.0,,0.03,0.0
2013-04-22,0,3.0,,0.03,0.0
2013-04-23,0,3.0,,0.03,0.0
2013-04-24,76,3.0,,0.03,2.28
2013-04-25,26,3.0,,0.03,0.78
2013-04-26,0,3.0,,0.03,0.0
2013-04-27,0,3.0,,0.03,0.0
2013-04-28,0,3.0,,0.03,0.0
2013-04-29,25,3.0,,0.03,0.75
2013-04-30,0,3.0,,0.03,0.0
2013-05-01,0,1.0,False,0.01,0.0
2013-05-02,0,1.0,,0.01,0.0
2013-05-03,0,1.0,,0.01,0.0
2013-05-04,0,1.0,,0.01,0.0
2013-05-05,0,1.0,,0.01,0.0
2013-05-06,0,1.0,,0.01,0.0
2013-05-07,0,1.0,,0.01,0.0
2013-05-08,0,1.0,,0.01,0.0
2013-05-09,0,1.0,,0.01,0.0
2013-05-10,100,1.0,,0.01,1.0
2013-05-11,0,1.0,,0.01,0.0
2013-05-12,0,1.0,,0.01,0.0
2013-05-13,0,1.0,,0.01,0.0
2013-05-14,0,1.0,,0.01,0.0
2013-05-15,0,1.0,,0.01,0.0
2013-05-16,0,1.0,,0.01,0.0
2013-05-17,0,1.0,,0.01,0.0
2013-05-18,0,1.0,,0.01,0.0
2013-05-19,0,1.0,,0.01,0.0
2013-05-20,0,1.0,,0.01,0.0
2013-05-21,0,1.0,,0.01,0.0
2013-05-22,0,1.0,,0.01,0.0
2013-05-23,0,1.0,,0.01,0.0
2013-05-24,0,1.0,,0.01,0.0
2013-05-25,0,1.0,,0.01,0.0
2013-05-26,0,1.0,,0.01,0.0
2013-05-27,0,1.0,,0.01,0.0
2013-05-28,0,1.0,,0.01,0.0
2013-05-29,0,1.0,,0.01,0.0
2013-05-30,0,1.0,,0.01,0.0
2013-05-31,0,1.0,,0.01,0.0
2013-06-01,0,1.0,False,0.01,0.0
2013-06-02,97,1.0,,0.01,0.97
2013-06-03,0,1.0,,0.01,0.0
2013-06-04,0,1.0,,0.01,0.0
2013-06-05,0,1.0,,0.01,0.0
2013-06-06,0,1.0,,0.01,0.0
2013-06-07,0,1.0,,0.01,0.0
2013-06-08,0,1.0,,0.01,0.0
2013-06-09,100,1.0,,0.01,1.0
2013-06-10,0,1.0,,0.01,0.0
2013-06-11,0,1.0,,0.01,0.0
2013-06-12,0,1.0,,0.01,0.0
2013-06-13,0,1.0,,0.01,0.0
2013-06-14,0,1.0,,0.01,0.0
2013-06-15,0,1.0,,0.01,0.0
2013-06-16,0,1.0,,0.01,0.0
2013-06-17,0,1.0,,0.01,0.0
2013-06-18,77,1.0,,0.01,0.77
2013-06-19,77,1.0,,0.01,0.77
2013-06-20,0,1.0,,0.01,0.0
2013-06-21,0,1.0,,0.01,0.0
2013-06-22,0,1.0,,0.01,0.0
2013-06-23,0,1.0,,0.01,0.0
2013-06-24,0,1.0,,0.01,0.0
2013-06-25,0,1.0,,0.01,0.0
2013-06-26,0,1.0,,0.01,0.0
2013-06-27,0,1.0,,0.01,0.0
2013-06-28,0,1.0,,0.01,0.0
2013-06-29,0,1.0,,0.01,0.0
2013-06-30,0,1.0,,0.01,0.0
2013-07-01,100,3.0,False,0.03,3.0
2013-07-02,0,3.0,,0.03,0.0
2013-07-03,52,3.0,,0.03,1.56
2013-07-04,0,3.0,,0.03,0.0
2013-07-05,0,3.0,,0.03,0.0
2013-07-06,63,3.0,,0.03,1.89
2013-07-07,0,3.0,,0.03,0.0
2013-07-08,49,3.0,,0.03,1.47
2013-07-09,0,3.0,,0.03,0.0
2013-07-10,0,3.0,,0.03,0.0
2013-07-11,0,3.0,,0.03,0.0
2013-07-12,0,3.0,,0.03,0.0
2013-07-13,0,3.0,,0.03,0.0
2013-07-14,0,3.0,,0.03,0.0
2013-07-15,49,3.0,,0.03,1.47
2013-07-16,0,3.0,,0.03,0.0
2013-07-17,50,3.0,,0.03,1.5
2013-07-18,0,3.0,,0.03,0.0
2013-07-19,0,3.0,,0.03,0.0
2013-07-20,0,3.0,,0.03,0.0
2013-07-21,0,3.0,,0.03,0.0
2013-07-22,0,3.0,,0.03,0.0
2013-07-23,0,3.0,,0.03,0.0
2013-07-24,0,3.0,,0.03,0.0
2013-07-25,0,3.0,,0.03,0.0
2013-07-26,0,3.0,,0.03,0.0
2013-07-27,62,3.0,,0.03,1.8599999999999999
2013-07-28,0,3.0,,0.03,0.0
2013-07-29,0,3.0,,0.03,0.0
2013-07-30,0,3.0,,0.03,0.0
2013-07-31,0,3.0,,0.03,0.0
2013-08-01,0,1.0,False,0.01,0.0
2013-08-02,0,1.0,,0.01,0.0
2013-08-03,0,1.0,,0.01,0.0
2013-08-04,0,1.0,,0.01,0.0
2013-08-05,97,1.0,,0.01,0.97
2013-08-06,96,1.0,,0.01,0.96
2013-08-07,0,1.0,,0.01,0.0
2013-08-08,0,1.0,,0.01,0.0
2013-08-09,0,1.0,,0.01,0.0
2013-08-10,0,1.0,,0.01,0.0
2013-08-11,0,1.0,,0.01,0.0
2013-08-12,0,1.0,,0.01,0.0
2013-08-13,0,1.0,,0.01,0.0
2013-08-14,0,1.0,,0.01,0.0
2013-08-15,0,1.0,,0.01,0.0
2013-08-16,100,1.0,,0.01,1.0
2013-08-17,0,1.0,,0.01,0.0
2013-08-18,0,1.0,,0.01,0.0
2013-08-19,0,1.0,,0.01,0.0
2013-08-20,0,1.0,,0.01,0.0
2013-08-21,0,1.0,,0.01,0.0
2013-08-22,0,1.0,,0.01,0.0
2013-08-23,100,1.0,,0.01,1.0
2013-08-24,0,1.0,,0.01,0.0
2013-08-25,0,1.0,,0.01,0.0
2013-08-26,92,1.0,,0.01,0.92
2013-08-27,0,1.0,,0.01,0.0
2013-08-28,0,1.0,,0.01,0.0
2013-08-29,95,1.0,,0.01,0.9500000000000001
2013-08-30,0,1.0,,0.01,0.0
2013-08-31,0,1.0,,0.01,0.0
2013-09-01,0,1.0,False,0.01,0.0
2013-09-02,0,1.0,,0.01,0.0
2013-09-03,0,1.0,,0.01,0.0
2013-09-04,81,1.0,,0.01,0.81
2013-09-05,82,1.0,,0.01,0.8200000000000001
2013-09-06,0,1.0,,0.01,0.0
2013-09-07,100,1.0,,0.01,1.0
2013-09-08,0,1.0,,0.01,0.0
2013-09-09,0,1.0,,0.01,0.0
2013-09-10,0,1.0,,0.01,0.0
2013-09-11,0,1.0,,0.01,0.0
2013-09-12,80,1.0,,0.01,0.8
2013-09-13,0,1.0,,0.01,0.0
2013-09-14,0,1.0,,0.01,0.0
2013-09-15,0,1.0,,0.01,0.0
2013-09-16,0,1.0,,0.01,0.0
2013-09-17,0,1.0,,0.01,0.0
2013-09-18,80,1.0,,0.01,0.8
2013-09-19,0,1.0,,0.01,0.0
2013-09-20,0,1.0,,0.01,0.0
2013-09-21,0,1.0,,0.01,0.0
2013-09-22,0,1.0,,0.01,0.0
2013-09-23,0,1.0,,0.01,0.0
2013-09-24,81,1.0,,0.01,0.81
2013-09-25,0,1.0,,0.01,0.0
2013-09-26,0,1.0,,0.01,0.0
2013-09-27,0,1.0,,0.01,0.0
2013-09-28,0,1.0,,0.01,0.0
2013-09-29,0,1.0,,0.01,0.0
2013-09-30,80,1.0,,0.01,0.8
2013-10-01,0,1.0,False,0.01,0.0
2013-10-02,0,1.0,,0.01,0.0
2013-10-03,100,1.0,,0.01,1.0
2013-10-04,0,1.0,,0.01,0.0
2013-10-05,0,1.0,,0.01,0.0
2013-10-06,0,1.0,,0.01,0.0
2013-10-07,49,1.0,,0.01,0.49
2013-10-08,0,1.0,,0.01,0.0
2013-10-09,0,1.0,,0.01,0.0
2013-10-10,0,1.0,,0.01,0.0
2013-10-11,0,1.0,,0.01,0.0
2013-10-12,62,1.0,,0.01,0.62
2013-10-13,0,1.0,,0.01,0.0
2013-10-14,0,1.0,,0.01,0.0
2013-10-15,0,1.0,,0.01,0.0
2013-10-16,0,1.0,,0.01,0.0
2013-10-17,0,1.0,,0.01,0.0
2013-10-18,0,1.0,,0.01,0.0
2013-10-19,0,1.0,,0.01,0.0
2013-10-20,62,1.0,,0.01,0.62
2013-10-21,0,1.0,,0.01,0.0
2013-10-22,49,1.0,,0.01,0.49
2013-10-23,0,1.0,,0.01,0.0
2013-10-24,0,1.0,,0.01,0.0
2013-10-25,0,1.0,,0.01,0.0
2013-10-26,0,1.0,,0.01,0.0
2013-10-27,0,1.0,,0.01,0.0
2013-10-28,0,1.0,,0.01,0.0
2013-10-29,0,1.0,,0.01,0.0
2013-10-30,0,1.0,,0.01,0.0
2013-10-31,51,1.0,,0.01,0.51
2013-11-01,0,9.0,False,0.09,0.0
2013-11-02,25,9.0,,0.09,2.25
2013-11-03,0,9.0,,0.09,0.0
2013-11-04,20,9.0,,0.09,1.7999999999999998
2013-11-05,0,9.0,,0.09,0.0
2013-11-06,0,9.0,,0.09,0.0
2013-11-07,40,9.0,,0.09,3.5999999999999996
2013-11-08,42,9.0,,0.09,3.78
2013-11-09,0,9.0,,0.09,0.0
2013-11-10,25,9.0,,0.09,2.25
2013-11-11,0,9.0,,0.09,0.0
2013-11-12,0,9.0,,0.09,0.0
2013-11-13,0,9.0,,0.09,0.0
2013-11-14,0,9.0,,0.09,0.0
2013-11-15,21,9.0,,0.09,1.89
2013-11-16,0,9.0,,0.09,0.0
2013-11-17,48,9.0,,0.09,4.32
2013-11-18,58,9.0,,0.09,5.22
2013-11-19,0,9.0,,0.09,0.0
2013-11-20,20,9.0,,0.09,1.7999999999999998
2013-11-21,40,9.0,,0.09,3.5999999999999996
2013-11-22,20,9.0,,0.09,1.7999999999999998
2013-11-23,74,9.0,,0.09,6.66
2013-11-24,0,9.0,,0.09,0.0
2013-11-25,39,9.0,,0.09,3.51
2013-11-26,20,9.0,,0.09,1.7999999999999998
2013-11-27,85,9.0,,0.09,7.6499999999999995
2013-11-28,76,9.0,,0.09,6.84
2013-11-29,0,9.0,,0.09,0.0
2013-11-30,100,9.0,,0.09,9.0
2013-12-01,47,9.0,False,0.09,4.2299999999999995
2013-12-02,0,9.0,,0.09,0.0
2013-12-03,39,9.0,,0.09,3.51
2013-12-04,40,9.0,,0.09,3.5999999999999996
2013-12-05,20,9.0,,0.09,1.7999999999999998
2013-12-06,62,9.0,,0.09,5.58
2013-12-07,100,9.0,,0.09,9.0
2013-12-08,0,9.0,,0.09,0.0
2013-12-09,40,9.0,,0.09,3.5999999999999996
2013-12-10,0,9.0,,0.09,0.0
2013-12-11,42,9.0,,0.09,3.78
2013-12-12,42,9.0,,0.09,3.78
2013-12-13,43,9.0,,0.09,3.8699999999999997
2013-12-14,51,9.0,,0.09,4.59
2013-12-15,0,9.0,,0.09,0.0
2013-12-16,21,9.0,,0.09,1.89
2013-12-17,21,9.0,,0.09,1.89
2013-12-18,0,9.0,,0.09,0.0
2013-12-19,22,9.0,,0.09,1.98
2013-12-20,0,9.0,,0.09,0.0
2013-12-21,27,9.0,,0.09,2.4299999999999997
2013-12-22,27,9.0,,0.09,2.4299999999999997
2013-12-23,47,9.0,,0.09,4.2299999999999995
2013-12-24,79,9.0,,0.09,7.109999999999999
2013-12-25,0,9.0,,0.09,0.0
2013-12-26,0,9.0,,0.09,0.0
2013-12-27,0,9.0,,0.09,0.0
2013-12-28,26,9.0,,0.09,2.34
2013-12-29,0,9.0,,0.09,0.0
2013-12-30,0,9.0,,0.09,0.0
2013-12-31,23,9.0,,0.09,2.07
2014-01-01,0,7.0,False,0.07,0.0
2014-01-02,0,7.0,,0.07,0.0
2014-01-03,53,7.0,,0.07,3.7100000000000004
2014-01-04,0,7.0,,0.07,0.0
2014-01-05,31,7.0,,0.07,2.1700000000000004
2014-01-06,51,7.0,,0.07,3.5700000000000003
2014-01-07,25,7.0,,0.07,1.7500000000000002
2014-01-08,52,7.0,,0.07,3.6400000000000006
2014-01-09,26,7.0,,0.07,1.8200000000000003
2014-01-10,0,7.0,,0.07,0.0
2014-01-11,0,7.0,,0.07,0.0
2014-01-12,31,7.0,,0.07,2.1700000000000004
2014-01-13,0,7.0,,0.07,0.0
2014-01-14,0,7.0,,0.07,0.0
2014-01-15,0,7.0,,0.07,0.0
2014-01-16,51,7.0,,0.07,3.5700000000000003
2014-01-17,0,7.0,,0.07,0.0
2014-01-18,32,7.0,,0.07,2.24
2014-01-19,32,7.0,,0.07,2.24
2014-01-20,27,7.0,,0.07,1.8900000000000001
2014-01-21,0,7.0,,0.07,0.0
2014-01-22,100,7.0,,0.07,7.000000000000001
2014-01-23,25,7.0,,0.07,1.7500000000000002
2014-01-24,26,7.0,,0.07,1.8200000000000003
2014-01-25,61,7.0,,0.07,4.2700000000000005
2014-01-26,30,7.0,,0.07,2.1
2014-01-27,0,7.0,,0.07,0.0
2014-01-28,0,7.0,,0.07,0.0
2014-01-29,25,7.0,,0.07,1.7500000000000002
2014-01-30,0,7.0,,0.07,0.0
2014-01-31,0,7.0,,0.07,0.0
2014-02-01,0,5.0,False,0.05,0.0
2014-02-02,59,5.0,,0.05,2.95
2014-02-03,95,5.0,,0.05,4.75
2014-02-04,48,5.0,,0.05,2.4000000000000004
2014-02-05,49,5.0,,0.05,2.45
2014-02-06,0,5.0,,0.05,0.0
2014-02-07,0,5.0,,0.05,0.0
2014-02-08,0,5.0,,0.05,0.0
2014-02-09,59,5.0,,0.05,2.95
2014-02-10,0,5.0,,0.05,0.0
2014-02-11,48,5.0,,0.05,2.4000000000000004
2014-02-12,0,5.0,,0.05,0.0
2014-02-13,0,5.0,,0.05,0.0
2014-02-14,51,5.0,,0.05,2.5500000000000003
2014-02-15,62,5.0,,0.05,3.1
2014-02-16,0,5.0,,0.05,0.0
2014-02-17,51,5.0,,0.05,2.5500000000000003
2014-02-18,0,5.0,,0.05,0.0
2014-02-19,0,5.0,,0.05,0.0
2014-02-20,0,5.0,,0.05,0.0
2014-02-21,0,5.0,,0.05,0.0
2014-02-22,62,5.0,,0.05,3.1
2014-02-23,0,5.0,,0.05,0.0
2014-02-24,48,5.0,,0.05,2.4000000000000004
2014-02-25,48,5.0,,0.05,2.4000000000000004
2014-02-26,95,5.0,,0.05,4.75
2014-02-27,0,5.0,,0.05,0.0
2014-02-28,100,5.0,,0.05,5.0
2014-03-01,0,3.0,False,0.03,0.0
2014-03-02,0,3.0,,0.03,0.0
2014-03-03,0,3.0,,0.03,0.0
2014-03-04,0,3.0,,0.03,0.0
2014-03-05,0,3.0,,0.03,0.0
2014-03-06,34,3.0,,0.03,1.02
2014-03-07,0,3.0,,0.03,0.0
2014-03-08,0,3.0,,0.03,0.0
2014-03-09,0,3.0,,0.03,0.0
2014-03-10,68,3.0,,0.03,2.04
2014-03-11,0,3.0,,0.03,0.0
2014-03-12,34,3.0,,0.03,1.02
2014-03-13,34,3.0,,0.03,1.02
2014-03-14,0,3.0,,0.03,0.0
2014-03-15,0,3.0,,0.03,0.0
2014-03-16,0,3.0,,0.03,0.0
2014-03-17,0,3.0,,0.03,0.0
2014-03-18,0,3.0,,0.03,0.0
2014-03-19,0,3.0,,0.03,0.0
2014-03-20,0,3.0,,0.03,0.0
2014-03-21,0,3.0,,0.03,0.0
2014-03-22,86,3.0,,0.03,2.58
2014-03-23,42,3.0,,0.03,1.26
2014-03-24,0,3.0,,0.03,0.0
2014-03-25,100,3.0,,0.03,3.0
2014-03-26,34,3.0,,0.03,1.02
2014-03-27,0,3.0,,0.03,0.0
2014-03-28,70,3.0,,0.03,2.1
2014-03-29,0,3.0,,0.03,0.0
2014-03-30,0,3.0,,0.03,0.0
2014-03-31,0,3.0,,0.03,0.0
2014-04-01,0,2.0,False,0.02,0.0
2014-04-02,0,2.0,,0.02,0.0
2014-04-03,0,2.0,,0.02,0.0
